0,0,1,0,0,0,0,0,1
0,0,0.41033682,0.510975611,0.030487805,0,0.042102207,0.006097561,0.061788618
1,0,0.300377137,0.421975386,0.059177921,0.001036269,0.152041066,0.065392234,0.04653504
1,0,0.416666672,0.5,0.041666668,0,0,0.041666668,0.125
1,0,0.221623617,0.466341203,0.095654347,0,0.137015764,0.07936508,0.011599512
2,0,0.437437537,0.356002127,0.039569378,0,0.105930357,0.061060606,0.116842105
2,0,0.327207808,0.453696372,0.060734297,0.007715189,0.101076219,0.049570127,0.065652049
2,0,0.666666687,0.222222224,0.111111112,0,0,0,0
3,0,0.312797212,0.421213015,0.051698781,0,0.147147739,0.067143265,0.061153284
3,0,0.432514884,0.30376985,0.053497024,0,0.105803573,0.083581351,0.052083334
3,0,0.666666687,0.333333343,0,0,0,0,0.333333343
4,0,0.5,0.375,0,0,0.125,0,0.0625
4,0,0.377597883,0.418182772,0.082294753,0.002631579,0.068530703,0.050762323,0.091593568
5,0,0.360080389,0.424221341,0.051086457,0.002249385,0.121591486,0.040770953,0.07387286
5,0,0.307692319,0.07692308,0.07692308,0,0.307692319,0.230769232,0
5,0,0.242569051,0.470120796,0.073852159,0.007575758,0.128356999,0.077525253,0.022144523
6,0,0.344047621,0.432482997,0.051785714,0,0.144897961,0.026785714,0.020238096
6,0,0.400911665,0.381495678,0.082983027,0,0.094917731,0.038438779,0.081384333
7,0,0.550000001,0.287500002,0.100000002,0,0,0.0625,0.375
7,0,0.378076865,0.467208103,0.056152799,0.004273504,0.06195903,0.032329708,0.113685389
8,0,0.222222224,0.444444448,0.222222224,0,0,0.111111112,0.111111112
8,0,0.391774377,0.371131143,0.05992076,0.00174216,0.141411052,0.03402052,0.123293329
8,0,0.410748518,0.161716065,0.015873017,0.018518519,0.256554562,0.136589342,0.121212122
9,0,0.367266958,0.430045097,0.074222223,0,0.074414142,0.054051588,0.066666667
9,0,0.611111114,0.277777781,0,0,0.111111114,0,0
9,0,0.375,0.541666672,0.083333336,0,0,0,0.0625
0,1,0.631398813,0.286830361,0.057291667,0,0.024479167,0,0.248437501
0,1,0.430847324,0.447707445,0.051826326,0,0.052604154,0.017014759,0.093075281
1,1,0.273198363,0.401000056,0.114145891,0.006911929,0.124996138,0.079747636,0.03899443
1,1,0.417459708,0.364280189,0.086533727,0.007055166,0.103799842,0.020871381,0.044237288
1,1,0.399444531,0.350247598,0.070336622,0.005384942,0.12345326,0.051133053,0.039069661
1,1,0.314814806,0.42592594,0.111111112,0,0.09259259,0.055555556,0.037037037
2,1,0.502229612,0.323087996,0.01264881,0.009090909,0.106981634,0.038818208,0.022061878
2,1,0.416733791,0.360907313,0.067360563,0.005572777,0.11563052,0.03379505,0.051027234
2,1,0.38670784,0.405954859,0.053503809,0.002857143,0.148000164,0.002976191,0.052218161
2,1,0.428571433,0.428571433,0,0,0.142857149,0,0.142857149
3,1,0.44269969,0.303989094,0.060611968,0.001953125,0.164475602,0.026270524,0.050877893
3,1,0.416612506,0.348465135,0.119069777,0.005465799,0.093337503,0.017049291,0.028134471
3,1,0.400386277,0.363872117,0.054124191,0.002781635,0.143370012,0.035315085,0.045990957
3,1,0.513513505,0.378378391,0,0,0.108108111,0,0
4,1,1,0,0,0,0,0,0
4,1,0.211764712,0.723529421,0.064705883,0,0,0,0.079411766
4,1,0.413831731,0.376176908,0.0635947,0.001650296,0.119999856,0.024746522,0.081956816
4,1,0.429575166,0.382016493,0.088434345,0.004166667,0.07443182,0.02137552,0.076754309
5,1,0.50029611,0.335362397,0.029279458,0.024627595,0.079959704,0.030474755,0.050422248
5,1,0.495215316,0.339030617,0.042926263,0,0.110100533,0.012727273,0.059880651
5,1,0.416348697,0.349381311,0.057922999,0.002987967,0.137934922,0.035424115,0.047445826
5,1,0.432432443,0.405405402,0,0,0.135135129,0.027027028,0.054054055
6,1,0.386920186,0.411971031,0.049450448,0.003522229,0.115492533,0.031803248,0.055151975
6,1,0.465177834,0.31839478,0.122353185,0.006410257,0.05532908,0.03233487,0.080311357
6,1,0.344476854,0.455348149,0.045261985,0,0.124551262,0.030361757,0.029339833
6,1,0.5,0.229166672,0.083333336,0,0.125,0.0625,0.041666668
7,1,0.424242846,0.400696453,0.050429623,0.00212528,0.098679276,0.023826533,0.102237803
7,1,0.478814466,0.319637166,0.079929939,0,0.109776336,0.011842105,0.09247266
7,1,0.668253978,0.236507942,0.04761905,0,0.04761905,0,0.04761905
8,1,0.394425024,0.399259913,0.071060607,0,0.113916086,0.021338384,0.050454547
8,1,0.556224831,0.214696585,0.014614542,0,0.134188461,0.076073909,0.074132219
8,1,0.408059102,0.389401368,0.058074516,0.005534392,0.10025722,0.038673421,0.05961225
9,1,0.620032513,0.316784783,0.038362704,0,0.01724138,0.007578629,0.291499881
9,1,0.407966789,0.394416772,0.086527161,0.002669399,0.091811994,0.016607899,0.075054793
9,1,0.357142866,0.5,0,0,0.071428575,0.071428575,0
9,1,0.266666677,0.609523821,0.066666669,0,0.02857143,0.02857143,0
0,2,0.484237219,0.394184307,0.055348325,0.007777778,0.054748678,0.003703704,0.1074515
0,2,0.208333336,0.583333336,0.208333336,0,0,0,0
1,2,0.331521066,0.420429632,0.064300989,0.00330287,0.122931939,0.057221119,0.052753515
1,2,0.313918331,0.508948966,0.076255265,0.003405573,0.037840222,0.059631659,0.016852738
1,2,0.391456587,0.399393097,0.047385622,0,0.049019609,0.112745101,0.065359479
2,2,0.327272733,0.361038968,0.095238099,0,0.155844162,0.060606062,0.133333335
