Ravi Rampaul,111,12,12,43.4,298,14,3/31,21.28,6.82,18.71,0,0,7
Glenn Maxwell,216,43,25,35.0,354,4,1/5,88.5,10.11,52.5,0,0,7
Scott Styris,155,12,11,36.0,276,8,3/32,34.5,7.66,27.0,0,0,7
Shahid Afridi,144,10,10,30.0,225,9,3/28,25.0,7.5,20.0,0,0,7
Rajat Bhatia,26,92,88,265.4,1965,69,4/15,28.47,7.39,23.1,1,0,8
Siddharth Trivedi,28,76,75,251.0,1904,65,4/25,29.29,7.58,23.16,1,0,8
RA Jadeja,19,126,100,282.5,2157,77,5/16,28.01,7.62,22.03,3,1,8
Lakshmipathy Balaji,21,73,73,251.5,2029,76,5/24,26.69,8.05,19.88,3,1,8
Ishant Sharma,31,70,70,254.5,2052,59,5/12,34.77,8.05,25.91,0,1,8
SR Watson,17,94,86,283.2,2186,81,4/29,26.98,7.71,20.98,1,0,8
Bhuvneshwar Kumar,14,76,76,277.5,1970,85,4/14,23.17,7.09,19.61,2,0,8
Ashok Dinda,27,75,72,241.4,1952,67,4/18,29.13,8.07,21.64,1,0,8
Morne Morkel,20,70,70,271.3,2089,77,4/20,27.12,7.69,21.15,1,0,8
DS Kulkarni,24,66,66,217.1,1708,73,4/14,23.39,7.86,17.84,1,0,9
Sunil Narine,13,66,66,262.0,1619,85,5/19,19.04,6.17,18.49,6,1,9
Kieron Pollard,34,106,80,198.0,1740,56,4/44,31.07,8.78,21.21,1,0,9
Munaf Patel,23,61,61,218.5,1641,73,5/21,22.47,7.49,17.98,2,1,9
Mohit Sharma,25,61,61,210.0,1666,70,4/14,23.8,7.93,18.0,1,0,9
Muttiah Muralitharan,30,66,66,254.0,1696,63,3/11,26.92,6.67,24.19,0,0,9
