Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
S Dhawan,Z Khan,1,1,0,0,1,0,1,5,4,125.00
PA Reddy,Z Khan,3,2,0,0,0,0,0,2,5,40.00
PA Reddy,R Vinay Kumar,2,1,2,0,0,0,1,5,6,83.33
KC Sangakkara,Z Khan,1,1,0,0,1,0,0,5,3,166.66
KC Sangakkara,R Vinay Kumar,2,1,0,0,0,0,0,1,3,33.33
KC Sangakkara,P Parameswaran,2,2,0,0,0,0,0,2,4,50.00
KC Sangakkara,M Muralitharan,3,3,0,0,0,0,1,3,7,42.85
KC Sangakkara,HV Patel,1,4,0,0,0,0,0,4,5,80.00
CL White,R Vinay Kumar,2,1,0,0,0,0,0,1,3,33.33
CL White,P Parameswaran,1,0,0,0,0,0,1,0,2,0.00
JP Duminy,Z Khan,1,2,2,0,1,1,1,16,8,200.00
JP Duminy,R Vinay Kumar,1,2,0,0,0,1,0,8,4,200.00
JP Duminy,P Parameswaran,7,2,2,0,1,0,0,10,12,83.33
JP Duminy,M Muralitharan,5,6,0,0,0,3,0,24,14,171.42
JP Duminy,HV Patel,5,6,0,0,2,0,0,14,13,107.69
JP Duminy,TM Dilshan,0,2,0,0,0,0,0,2,2,100.00
PA Patel,Z Khan,2,2,0,0,0,0,0,2,4,50.00
PA Patel,R Vinay Kumar,2,1,0,0,0,0,1,1,4,25.00
PA Patel,M Muralitharan,1,2,0,0,0,0,0,2,3,66.66
PA Patel,HV Patel,2,2,1,0,1,0,0,8,6,133.33
PA Patel,TM Dilshan,1,3,0,0,0,0,0,3,4,75.00
A Ashish Reddy,R Vinay Kumar,0,2,1,0,0,0,1,4,4,100.00
CH Gayle,DW Steyn,1,1,1,0,0,0,1,3,4,75.00
CH Gayle,MS Gony,1,0,0,0,3,2,0,24,6,400.00
TM Dilshan,DW Steyn,7,1,1,0,0,0,1,3,10,30.00
TM Dilshan,MS Gony,1,1,0,0,0,0,0,1,2,50.00
V Kohli,DW Steyn,2,0,0,0,0,0,0,0,2,0.00
V Kohli,MS Gony,6,2,1,0,1,0,0,8,10,80.00
V Kohli,V Pratap Singh,3,4,0,0,0,0,0,4,7,57.14
V Kohli,A Mishra,4,4,0,0,0,2,0,16,10,160.00
V Kohli,A Ashish Reddy,4,4,0,0,1,1,1,14,11,127.27
SS Tiwary,DW Steyn,1,2,0,0,0,0,0,2,3,66.66
SS Tiwary,MS Gony,3,3,0,0,0,0,0,3,6,50.00
SS Tiwary,V Pratap Singh,1,1,0,0,1,1,1,11,5,220.00
SS Tiwary,A Mishra,1,3,2,0,0,0,0,7,6,116.66
SS Tiwary,A Ashish Reddy,2,3,2,0,0,0,0,7,7,100.00
AB de Villiers,V Pratap Singh,4,3,0,0,0,0,0,3,7,42.85
AB de Villiers,A Mishra,2,1,0,0,0,0,1,1,4,25.00
MA Agarwal,A Mishra,0,1,0,0,0,0,1,1,2,50.00
Z Khan,DW Steyn,3,0,0,0,0,0,1,0,4,0.00
R Vinay Kumar,DW Steyn,1,0,0,0,0,0,0,0,1,0.00
R Vinay Kumar,V Pratap Singh,0,2,0,0,1,0,0,6,3,200.00
R Vinay Kumar,A Mishra,1,1,0,0,0,0,0,1,2,50.00
R Vinay Kumar,A Ashish Reddy,0,0,0,0,0,0,1,0,1,0.00
HV Patel,V Pratap Singh,0,2,0,0,0,0,0,2,2,100.00
HV Patel,A Ashish Reddy,0,3,0,0,0,0,0,3,3,100.00
M Muralitharan,A Ashish Reddy,0,0,0,0,0,0,1,0,1,0.00
P Parameswaran,A Ashish Reddy,1,0,0,0,0,0,0,0,1,0.00
