Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
AM Rahane,R Vinay Kumar,2,4,3,0,1,1,1,20,12,166.66
AM Rahane,M Morkel,7,3,0,1,2,0,0,14,13,107.69
AM Rahane,SP Narine,3,5,2,0,1,0,0,13,11,118.18
AM Rahane,Shakib Al Hasan,3,7,1,0,1,0,0,13,12,108.33
AM Rahane,JH Kallis,1,1,1,0,0,0,0,3,3,100.00
AM Rahane,PP Chawla,3,3,1,0,1,0,0,9,8,112.50
KK Nair,R Vinay Kumar,2,0,0,0,0,0,1,0,3,0.00
KK Nair,M Morkel,1,1,0,0,0,0,0,1,2,50.00
SV Samson,R Vinay Kumar,3,1,0,0,0,0,0,1,4,25.00
SV Samson,M Morkel,1,0,0,0,4,0,0,16,5,320.00
SV Samson,SP Narine,3,1,0,0,0,0,0,1,4,25.00
SV Samson,Shakib Al Hasan,1,1,0,0,0,0,1,1,3,33.33
SV Samson,JH Kallis,2,1,0,0,0,0,0,1,3,33.33
SR Watson,R Vinay Kumar,0,1,0,0,0,0,0,1,1,100.00
SR Watson,SP Narine,2,1,0,0,1,0,0,5,4,125.00
SR Watson,Shakib Al Hasan,3,5,0,0,1,0,0,9,9,100.00
SR Watson,PP Chawla,3,2,2,0,3,0,0,18,10,180.00
STR Binny,M Morkel,0,0,0,0,0,0,1,0,1,0.00
SPD Smith,R Vinay Kumar,0,2,0,0,1,0,0,6,3,200.00
SPD Smith,M Morkel,0,2,1,0,0,0,0,4,3,133.33
SPD Smith,SP Narine,1,1,2,0,1,0,0,9,5,180.00
JP Faulkner,R Vinay Kumar,0,0,1,0,0,0,0,2,1,200.00
G Gambhir,STR Binny,0,2,0,1,0,0,0,5,3,166.66
G Gambhir,KW Richardson,2,2,0,0,1,0,0,6,5,120.00
G Gambhir,JP Faulkner,4,0,0,0,1,0,0,4,5,80.00
G Gambhir,Iqbal Abdulla,0,2,1,0,1,0,0,8,4,200.00
G Gambhir,SR Watson,5,2,0,0,0,0,0,2,7,28.57
G Gambhir,R Bhatia,1,5,2,0,1,0,1,13,10,130.00
G Gambhir,PV Tambe,4,5,1,0,0,0,0,7,10,70.00
MS Bisla,STR Binny,1,2,0,0,0,0,0,2,3,66.66
MS Bisla,KW Richardson,4,0,0,0,0,0,1,0,5,0.00
MS Bisla,JP Faulkner,0,1,0,0,0,0,0,1,1,100.00
JH Kallis,KW Richardson,2,0,0,0,0,0,0,0,2,0.00
JH Kallis,Iqbal Abdulla,1,1,0,0,0,0,0,1,2,50.00
JH Kallis,SR Watson,2,2,1,0,1,0,0,8,6,133.33
JH Kallis,R Bhatia,2,1,1,0,0,0,0,3,4,75.00
JH Kallis,PV Tambe,1,1,0,0,0,0,1,1,3,33.33
MK Pandey,R Bhatia,1,3,2,0,0,0,0,7,6,116.66
MK Pandey,PV Tambe,0,2,0,0,1,1,1,12,5,240.00
SA Yadav,KW Richardson,0,2,0,0,0,0,0,2,2,100.00
SA Yadav,JP Faulkner,0,0,0,0,0,0,1,0,1,0.00
SA Yadav,Iqbal Abdulla,1,1,1,0,1,0,0,7,4,175.00
SA Yadav,SR Watson,1,2,0,0,1,1,0,12,5,240.00
SA Yadav,R Bhatia,1,1,0,0,0,0,0,1,2,50.00
SA Yadav,PV Tambe,1,1,2,0,1,0,0,9,5,180.00
Shakib Al Hasan,KW Richardson,2,2,2,0,3,0,0,18,9,200.00
Shakib Al Hasan,JP Faulkner,0,1,1,0,0,0,0,3,2,150.00
Shakib Al Hasan,Iqbal Abdulla,1,1,0,0,0,0,0,1,2,50.00
Shakib Al Hasan,SR Watson,0,2,0,0,0,0,0,2,2,100.00
Shakib Al Hasan,R Bhatia,0,0,2,0,0,0,0,4,2,200.00
Shakib Al Hasan,PV Tambe,0,1,0,0,0,0,0,1,1,100.00
RV Uthappa,JP Faulkner,0,0,0,0,0,0,1,0,1,0.00
R Vinay Kumar,JP Faulkner,0,0,0,0,0,0,1,0,1,0.00
PP Chawla,JP Faulkner,1,0,0,0,0,0,0,0,1,0.00
SP Narine,KW Richardson,0,1,0,0,0,0,0,1,1,100.00
