Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
MA Agarwal,TG Southee,3,4,0,0,1,1,0,14,9,155.55
MA Agarwal,CH Morris,2,1,0,0,1,0,0,5,4,125.00
MA Agarwal,DS Kulkarni,1,0,1,0,4,0,0,18,6,300.00
MA Agarwal,PV Tambe,1,0,0,0,0,0,1,0,2,0.00
SS Iyer,TG Southee,0,2,0,0,1,0,0,6,3,200.00
SS Iyer,CH Morris,4,1,0,0,0,1,1,7,7,100.00
SS Iyer,PV Tambe,4,4,0,0,1,1,0,14,10,140.00
SS Iyer,DJ Hooda,4,2,0,0,0,0,0,2,6,33.33
SS Iyer,JP Faulkner,1,1,0,0,1,1,0,11,4,275.00
JP Duminy,TG Southee,1,4,0,0,0,0,0,4,5,80.00
JP Duminy,CH Morris,1,3,1,0,0,2,0,17,7,242.85
JP Duminy,PV Tambe,2,4,0,0,0,0,0,4,6,66.66
JP Duminy,DJ Hooda,3,7,1,0,0,0,0,9,11,81.81
JP Duminy,JP Faulkner,5,2,1,0,0,1,0,10,9,111.11
Yuvraj Singh,TG Southee,0,2,1,0,0,0,0,4,3,133.33
Yuvraj Singh,CH Morris,0,1,0,0,0,0,1,1,2,50.00
Yuvraj Singh,DJ Hooda,2,4,1,0,0,0,0,6,7,85.71
Yuvraj Singh,JP Faulkner,0,2,1,0,0,2,0,16,5,320.00
AD Mathews,TG Southee,0,3,0,0,1,0,0,7,4,175.00
AD Mathews,CH Morris,1,3,0,0,0,0,0,3,4,75.00
AD Mathews,JP Faulkner,1,1,1,0,2,1,0,17,6,283.33
AM Rahane,JD Unadkat,6,4,1,0,1,1,0,16,13,123.07
AM Rahane,NM Coulter-Nile,3,2,0,0,1,1,0,12,7,171.42
AM Rahane,AD Mathews,2,4,0,0,0,0,0,4,6,66.66
AM Rahane,A Mishra,0,2,1,0,0,0,0,4,3,133.33
AM Rahane,Imran Tahir,3,2,0,0,0,0,1,2,6,33.33
AM Rahane,Yuvraj Singh,0,3,0,0,0,1,0,9,4,225.00
SV Samson,JD Unadkat,0,1,0,0,0,0,0,1,1,100.00
SV Samson,NM Coulter-Nile,3,1,2,0,1,0,0,9,7,128.57
SV Samson,AD Mathews,2,1,0,0,0,0,1,1,4,25.00
SPD Smith,NM Coulter-Nile,3,0,0,0,1,0,0,4,4,100.00
SPD Smith,AD Mathews,0,2,0,0,1,0,0,6,3,200.00
SPD Smith,A Mishra,1,0,0,0,0,0,1,0,2,0.00
KK Nair,A Mishra,2,1,1,0,3,0,1,15,8,187.50
KK Nair,Imran Tahir,1,1,2,0,0,0,0,5,4,125.00
STR Binny,Imran Tahir,0,1,0,0,0,0,1,1,2,50.00
DJ Hooda,JD Unadkat,1,1,0,0,0,2,0,13,4,325.00
DJ Hooda,NM Coulter-Nile,0,1,1,0,1,0,0,7,3,233.33
DJ Hooda,AD Mathews,0,1,1,0,2,1,0,17,5,340.00
DJ Hooda,A Mishra,2,3,2,0,0,0,0,7,7,100.00
DJ Hooda,Imran Tahir,0,2,0,0,0,1,1,8,4,200.00
DJ Hooda,Yuvraj Singh,0,2,0,0,0,0,0,2,2,100.00
JP Faulkner,NM Coulter-Nile,0,1,0,0,2,0,0,9,3,300.00
JP Faulkner,A Mishra,1,2,1,0,0,0,0,4,4,100.00
JP Faulkner,Imran Tahir,0,2,1,0,0,0,1,4,4,100.00
CH Morris,AD Mathews,0,2,0,0,1,0,0,6,3,200.00
CH Morris,Imran Tahir,1,1,0,0,0,1,0,7,3,233.33
TG Southee,AD Mathews,0,1,1,0,1,0,0,7,3,233.33
TG Southee,Imran Tahir,1,0,0,0,0,0,0,0,1,0.00
