Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
LMP Simmons,M Morkel,4,1,0,0,0,0,0,1,5,20.00
LMP Simmons,UT Yadav,0,1,0,0,0,0,0,1,1,100.00
LMP Simmons,Shakib Al Hasan,3,1,0,0,2,0,1,9,7,128.57
LMP Simmons,SP Narine,0,1,0,0,0,0,0,1,1,100.00
CM Gautam,M Morkel,3,0,0,0,0,0,1,0,4,0.00
CM Gautam,UT Yadav,2,1,0,1,1,0,0,8,5,160.00
AT Rayudu,M Morkel,2,1,0,0,0,1,0,7,4,175.00
AT Rayudu,UT Yadav,2,1,0,0,1,0,0,5,4,125.00
AT Rayudu,Shakib Al Hasan,1,2,0,0,0,0,0,2,3,66.66
AT Rayudu,SP Narine,4,0,1,0,0,0,0,2,5,40.00
AT Rayudu,PP Chawla,1,4,1,0,1,0,1,10,8,125.00
AT Rayudu,YK Pathan,0,1,1,0,1,0,0,7,3,233.33
RG Sharma,M Morkel,3,2,1,0,1,2,0,20,9,222.22
RG Sharma,UT Yadav,1,3,0,0,1,0,0,7,5,140.00
RG Sharma,Shakib Al Hasan,6,3,0,0,1,0,0,7,10,70.00
RG Sharma,SP Narine,3,3,1,0,0,0,1,5,8,62.50
RG Sharma,PP Chawla,4,5,0,0,1,0,0,9,10,90.00
RG Sharma,YK Pathan,1,1,1,0,0,0,0,3,3,100.00
CJ Anderson,M Morkel,1,1,0,0,0,0,1,1,3,33.33
CJ Anderson,SP Narine,1,1,0,1,0,0,0,4,3,133.33
CJ Anderson,PP Chawla,2,1,1,0,1,1,0,13,6,216.66
KA Pollard,UT Yadav,0,3,0,0,0,0,0,3,3,100.00
KA Pollard,Shakib Al Hasan,2,1,1,0,0,0,0,3,4,75.00
KA Pollard,SP Narine,0,4,0,0,0,0,0,4,4,100.00
AP Tare,SP Narine,1,2,0,0,0,0,0,2,3,66.66
RV Uthappa,SL Malinga,8,1,0,0,2,0,0,9,11,81.81
RV Uthappa,JJ Bumrah,2,4,0,0,3,0,0,16,9,177.77
RV Uthappa,Harbhajan Singh,0,5,1,0,2,0,0,15,8,187.50
RV Uthappa,PP Ojha,5,5,1,0,1,1,0,17,13,130.76
RV Uthappa,LMP Simmons,0,3,0,0,1,2,1,19,7,271.42
RV Uthappa,KA Pollard,1,2,1,0,0,0,0,4,4,100.00
G Gambhir,SL Malinga,0,1,0,0,0,0,0,1,1,100.00
G Gambhir,JJ Bumrah,5,1,0,0,1,0,0,5,7,71.42
G Gambhir,Harbhajan Singh,2,2,0,0,0,0,1,2,5,40.00
G Gambhir,PP Ojha,1,2,2,0,0,0,0,6,5,120.00
MK Pandey,JJ Bumrah,0,2,0,0,0,0,0,2,2,100.00
MK Pandey,Harbhajan Singh,4,3,0,0,0,0,1,3,8,37.50
MK Pandey,PP Ojha,4,2,0,0,0,0,0,2,6,33.33
MK Pandey,LMP Simmons,0,2,1,0,0,0,0,4,3,133.33
MK Pandey,KA Pollard,0,1,1,0,0,0,0,3,2,150.00
YK Pathan,SL Malinga,0,2,0,0,2,0,0,10,4,250.00
YK Pathan,Harbhajan Singh,2,1,0,0,0,0,0,1,3,33.33
YK Pathan,LMP Simmons,1,3,1,0,1,0,0,9,6,150.00
Shakib Al Hasan,SL Malinga,2,1,1,0,1,0,1,7,6,116.66
Shakib Al Hasan,LMP Simmons,0,2,0,0,0,0,0,2,2,100.00
