Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
DR Smith,RA Jadeja,4,2,1,0,0,1,0,10,8,125.00
DR Smith,MM Sharma,7,0,0,0,1,0,0,4,8,50.00
DR Smith,CH Morris,4,1,0,1,1,0,0,8,7,114.28
DR Smith,DJ Bravo,0,0,0,0,0,0,1,0,1,0.00
SR Tendulkar,RA Jadeja,0,2,0,0,0,0,1,2,3,66.66
SR Tendulkar,MM Sharma,7,1,0,0,1,1,0,11,10,110.00
SR Tendulkar,CH Morris,3,2,0,0,0,0,0,2,5,40.00
KD Karthik,RA Jadeja,3,2,0,0,2,1,1,16,9,177.77
KD Karthik,CH Morris,4,1,0,0,0,0,0,1,5,20.00
KD Karthik,DJ Bravo,2,2,0,0,0,0,0,2,4,50.00
KD Karthik,B Laughlin,2,2,1,0,0,0,0,4,5,80.00
KA Pollard,RA Jadeja,0,0,0,0,0,0,1,0,1,0.00
KA Pollard,CH Morris,0,1,0,0,0,0,0,1,1,100.00
KA Pollard,DJ Bravo,1,0,0,0,0,0,0,0,1,0.00
RG Sharma,RA Jadeja,1,1,0,0,0,0,0,1,2,50.00
RG Sharma,MM Sharma,2,2,0,0,0,0,0,2,4,50.00
RG Sharma,DJ Bravo,3,4,1,0,2,0,0,14,10,140.00
RG Sharma,B Laughlin,1,5,2,0,1,1,0,19,10,190.00
RG Sharma,R Ashwin,1,3,0,0,0,0,0,3,4,75.00
AT Rayudu,RA Jadeja,1,0,0,0,0,0,0,0,1,0.00
AT Rayudu,MM Sharma,0,2,0,0,0,0,0,2,2,100.00
AT Rayudu,B Laughlin,1,1,1,0,1,0,0,7,4,175.00
AT Rayudu,R Ashwin,2,1,0,0,0,0,1,1,4,25.00
Harbhajan Singh,DJ Bravo,0,2,0,0,0,0,0,2,2,100.00
Harbhajan Singh,B Laughlin,1,0,1,0,2,1,0,16,5,320.00
Harbhajan Singh,R Ashwin,2,1,0,0,0,1,0,7,4,175.00
MEK Hussey,MG Johnson,4,0,1,0,1,0,0,6,6,100.00
MEK Hussey,P Suyal,4,2,1,0,0,1,0,10,8,125.00
MEK Hussey,Harbhajan Singh,1,5,0,0,0,0,0,5,6,83.33
MEK Hussey,SL Malinga,4,1,0,0,0,0,0,1,5,20.00
MEK Hussey,PP Ojha,0,0,0,0,0,0,1,0,1,0.00
M Vijay,MG Johnson,0,0,0,0,0,0,1,0,1,0.00
M Vijay,P Suyal,1,2,0,0,0,0,0,2,3,66.66
SK Raina,MG Johnson,0,0,0,0,0,0,1,0,1,0.00
S Badrinath,MG Johnson,2,0,0,0,0,0,1,0,3,0.00
DJ Bravo,MG Johnson,0,1,0,0,0,0,0,1,1,100.00
DJ Bravo,P Suyal,3,0,0,0,2,0,1,8,6,133.33
R Ashwin,P Suyal,1,0,0,0,0,0,0,0,1,0.00
R Ashwin,Harbhajan Singh,4,2,0,0,0,0,1,2,7,28.57
MS Dhoni,Harbhajan Singh,3,2,0,0,0,0,0,2,5,40.00
MS Dhoni,SL Malinga,0,1,0,0,0,0,0,1,1,100.00
MS Dhoni,PP Ojha,2,1,1,0,1,0,1,7,6,116.66
RA Jadeja,MG Johnson,0,1,2,0,2,0,0,13,5,260.00
RA Jadeja,Harbhajan Singh,4,0,2,0,0,0,0,4,6,66.66
RA Jadeja,SL Malinga,0,2,0,0,0,0,0,2,2,100.00
RA Jadeja,PP Ojha,1,1,0,0,0,0,1,1,3,33.33
CH Morris,SL Malinga,0,0,0,0,0,0,1,0,1,0.00
CH Morris,PP Ojha,2,1,0,0,0,0,0,1,3,33.33
MM Sharma,SL Malinga,2,0,0,0,0,0,1,0,3,0.00
B Laughlin,MG Johnson,0,1,0,0,0,0,0,1,1,100.00
B Laughlin,SL Malinga,4,2,0,0,0,0,0,2,6,33.33
B Laughlin,PP Ojha,0,1,0,0,0,0,0,1,1,100.00
