Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
PA Patel,R McLaren,7,2,1,0,1,0,1,8,12,66.66
ML Hayden,R McLaren,1,2,1,0,0,0,0,4,4,100.00
ML Hayden,Z Khan,2,0,0,0,4,0,0,16,6,266.66
ML Hayden,Harbhajan Singh,1,0,0,0,0,0,1,0,2,0.00
SK Raina,R McLaren,1,2,0,0,0,0,0,2,3,66.66
SK Raina,Z Khan,1,6,0,0,2,0,0,14,9,155.55
SK Raina,Harbhajan Singh,4,6,3,0,1,0,0,16,14,114.28
SK Raina,DJ Bravo,1,7,0,0,3,2,0,31,13,238.46
SK Raina,SL Malinga,3,6,2,0,1,1,0,20,13,153.84
S Badrinath,R McLaren,2,2,0,0,1,0,0,6,5,120.00
S Badrinath,Z Khan,2,5,2,0,1,0,0,13,10,130.00
S Badrinath,Harbhajan Singh,1,6,1,0,0,0,0,8,8,100.00
S Badrinath,DJ Bravo,4,5,1,0,1,0,0,11,11,100.00
S Badrinath,SL Malinga,3,5,0,0,3,0,0,17,11,154.54
S Dhawan,JA Morkel,2,3,1,0,0,0,0,5,6,83.33
S Dhawan,L Balaji,5,4,0,0,1,2,0,20,12,166.66
S Dhawan,Joginder Sharma,1,1,0,0,3,0,0,13,5,260.00
S Dhawan,SB Jakati,1,2,1,0,1,1,1,14,7,200.00
S Dhawan,M Muralitharan,1,2,1,0,0,0,0,4,4,100.00
SR Tendulkar,JA Morkel,5,5,0,0,2,0,0,13,12,108.33
SR Tendulkar,L Balaji,1,3,1,0,2,0,1,13,8,162.50
SR Tendulkar,Joginder Sharma,1,3,0,0,0,0,0,3,4,75.00
SR Tendulkar,SB Jakati,5,4,1,0,2,0,0,14,12,116.66
SR Tendulkar,M Muralitharan,3,4,4,0,0,1,0,18,12,150.00
SR Tendulkar,NLTC Perera,0,1,1,0,2,0,0,11,4,275.00
SS Tiwary,M Muralitharan,1,0,1,0,0,0,1,2,3,66.66
R Sathish,JA Morkel,2,1,1,0,0,0,0,3,4,75.00
R Sathish,Joginder Sharma,0,0,0,0,0,0,1,0,1,0.00
R Sathish,SB Jakati,2,1,0,0,0,0,0,1,3,33.33
R Sathish,M Muralitharan,0,1,0,0,0,0,0,1,1,100.00
KA Pollard,Joginder Sharma,1,1,0,0,1,0,0,5,3,166.66
KA Pollard,SB Jakati,1,1,0,0,0,0,0,1,2,50.00
KA Pollard,M Muralitharan,0,0,0,0,0,1,1,6,2,300.00
KA Pollard,NLTC Perera,0,0,0,0,2,0,0,8,2,400.00
DJ Bravo,JA Morkel,0,1,1,0,0,0,0,3,2,150.00
DJ Bravo,L Balaji,0,2,0,0,0,1,0,8,3,266.66
DJ Bravo,M Muralitharan,2,0,0,0,0,0,0,0,2,0.00
R McLaren,L Balaji,0,1,0,0,0,0,0,1,1,100.00
