Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
SE Marsh,SM Pollock,6,3,2,0,0,0,0,7,11,63.63
SE Marsh,A Nehra,3,2,0,0,1,0,0,6,6,100.00
SE Marsh,VS Yeligati,3,4,0,0,1,1,0,14,9,155.55
SE Marsh,SD Chitnis,3,3,2,0,2,1,1,21,12,175.00
SE Marsh,CRD Fernando,2,3,0,0,2,1,0,17,8,212.50
SE Marsh,DR Smith,4,2,2,0,1,1,0,16,10,160.00
JR Hopes,SM Pollock,0,0,0,0,0,0,1,0,1,0.00
LA Pomersbach,SM Pollock,3,1,1,0,1,0,0,7,6,116.66
LA Pomersbach,A Nehra,5,1,0,0,3,2,0,25,11,227.27
LA Pomersbach,VS Yeligati,3,4,0,0,4,0,0,20,11,181.81
LA Pomersbach,SD Chitnis,2,6,0,0,0,1,0,12,9,133.33
LA Pomersbach,CRD Fernando,5,3,1,0,2,0,0,13,11,118.18
LA Pomersbach,DR Smith,0,2,0,0,0,0,0,2,2,100.00
Yuvraj Singh,SD Chitnis,0,2,0,0,0,0,1,2,3,66.66
Yuvraj Singh,CRD Fernando,1,1,0,0,1,0,0,5,3,166.66
DPMD Jayawardene,CRD Fernando,0,1,0,0,0,0,1,1,2,50.00
IK Pathan,A Nehra,0,1,0,0,0,0,0,1,1,100.00
IK Pathan,VS Yeligati,1,2,0,0,0,1,0,8,4,200.00
ST Jayasuriya,S Sreesanth,4,1,1,0,0,0,1,3,7,42.85
ST Jayasuriya,IK Pathan,1,1,0,0,1,2,0,17,5,340.00
SR Tendulkar,S Sreesanth,2,1,0,0,0,0,0,1,3,33.33
SR Tendulkar,IK Pathan,3,3,1,0,2,0,0,13,9,144.44
SR Tendulkar,VRV Singh,3,3,0,0,5,0,0,23,11,209.09
SR Tendulkar,PP Chawla,8,3,1,0,3,0,0,17,15,113.33
SR Tendulkar,JR Hopes,2,2,0,0,1,0,0,6,5,120.00
SR Tendulkar,Yuvraj Singh,1,1,0,0,1,0,0,5,3,166.66
DR Smith,S Sreesanth,4,0,1,0,2,1,0,16,8,200.00
DR Smith,IK Pathan,3,0,1,0,0,0,0,2,4,50.00
DR Smith,PP Chawla,1,1,0,0,0,0,0,1,2,50.00
DR Smith,JR Hopes,1,1,0,0,0,0,0,1,2,50.00
AM Nayar,IK Pathan,1,1,1,0,0,0,0,3,3,100.00
AM Nayar,VRV Singh,0,5,0,0,0,2,0,17,7,242.85
AM Nayar,PP Chawla,1,1,0,0,0,0,1,1,3,33.33
AM Nayar,JR Hopes,2,2,0,0,1,0,0,6,5,120.00
RV Uthappa,IK Pathan,3,0,0,0,0,0,0,0,3,0.00
RV Uthappa,PP Chawla,2,1,1,0,0,0,0,3,4,75.00
RV Uthappa,Yuvraj Singh,1,2,2,0,0,0,1,6,6,100.00
SM Pollock,Yuvraj Singh,0,0,0,0,0,0,1,0,1,0.00
PR Shah,S Sreesanth,0,0,2,0,0,0,1,4,3,133.33
PR Shah,Yuvraj Singh,1,1,0,0,0,0,0,1,2,50.00
SD Chitnis,S Sreesanth,0,2,1,0,0,0,0,4,3,133.33
SD Chitnis,VRV Singh,0,1,0,0,1,1,0,11,3,366.66
CRD Fernando,VRV Singh,0,0,1,0,0,0,0,2,1,200.00
A Nehra,VRV Singh,1,0,0,0,0,0,0,0,1,0.00
VS Yeligati,VRV Singh,1,0,1,0,0,0,0,2,2,100.00
