Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
SC Ganguly,IK Pathan,4,0,0,0,2,0,0,8,6,133.33
SC Ganguly,RR Powar,4,2,0,0,1,0,0,6,7,85.71
SC Ganguly,SJ Srivastava,1,1,2,0,1,1,0,15,6,250.00
SC Ganguly,J Theron,7,3,0,0,1,0,0,7,11,63.63
SC Ganguly,RS Bopara,0,0,0,0,0,0,1,0,1,0.00
CH Gayle,IK Pathan,1,1,0,0,1,0,0,5,3,166.66
CH Gayle,RR Powar,5,6,0,0,0,1,0,12,12,100.00
CH Gayle,SJ Srivastava,4,0,0,0,2,0,0,8,6,133.33
CH Gayle,J Theron,0,2,0,0,1,1,1,12,5,240.00
CH Gayle,RS Bopara,1,3,1,0,0,4,0,29,9,322.22
CH Gayle,PP Chawla,1,2,0,0,2,2,0,22,7,314.28
MK Tiwary,IK Pathan,0,6,0,0,1,0,1,10,8,125.00
MK Tiwary,RR Powar,1,4,0,0,0,0,0,4,5,80.00
MK Tiwary,J Theron,0,4,1,0,1,0,0,10,6,166.66
MK Tiwary,RS Bopara,2,5,1,0,0,0,0,7,8,87.50
MK Tiwary,PP Chawla,1,4,0,0,0,0,0,4,5,80.00
AD Mathews,IK Pathan,0,4,1,0,0,0,0,6,5,120.00
AD Mathews,SJ Srivastava,1,1,0,0,1,0,0,5,3,166.66
AD Mathews,J Theron,0,2,0,0,1,0,0,6,3,200.00
DJ Hussey,IK Pathan,1,0,0,0,0,1,0,6,2,300.00
DJ Hussey,SJ Srivastava,1,1,0,0,1,0,0,5,3,166.66
MS Bisla,SE Bond,2,3,0,0,1,0,0,7,6,116.66
MS Bisla,JD Unadkat,1,2,0,0,1,0,0,6,4,150.00
MS Bisla,M Kartik,0,1,0,0,1,0,1,5,3,166.66
DPMD Jayawardene,SE Bond,4,6,2,0,3,0,0,22,15,146.66
DPMD Jayawardene,JD Unadkat,1,4,0,0,4,1,0,26,10,260.00
DPMD Jayawardene,M Kartik,2,7,0,0,2,0,0,15,11,136.36
DPMD Jayawardene,CH Gayle,1,0,0,0,2,1,0,14,4,350.00
DPMD Jayawardene,AD Mathews,1,4,1,0,0,0,0,6,6,100.00
DPMD Jayawardene,AB Agarkar,3,2,1,0,3,0,0,16,9,177.77
DPMD Jayawardene,DJ Hussey,0,1,2,0,0,1,0,11,4,275.00
KC Sangakkara,SE Bond,0,0,0,0,0,0,1,0,1,0.00
KC Sangakkara,M Kartik,0,6,0,0,0,0,0,6,6,100.00
KC Sangakkara,CH Gayle,0,2,0,0,0,0,0,2,2,100.00
KC Sangakkara,AD Mathews,0,4,0,0,1,2,0,20,7,285.71
KC Sangakkara,AB Agarkar,0,2,1,0,1,0,0,8,4,200.00
KC Sangakkara,DJ Hussey,0,2,0,0,0,0,0,2,2,100.00
Yuvraj Singh,SE Bond,0,2,0,0,0,0,0,2,2,100.00
Yuvraj Singh,M Kartik,0,2,0,0,0,2,0,14,4,350.00
Yuvraj Singh,AD Mathews,2,2,0,0,1,0,0,6,5,120.00
Yuvraj Singh,AB Agarkar,2,1,0,0,1,1,0,11,5,220.00
