Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
AC Gilchrist,AC Thomas,1,1,0,0,0,0,1,1,3,33.33
SE Marsh,AC Thomas,0,1,0,0,0,0,0,1,1,100.00
SE Marsh,SB Wagh,1,0,0,0,0,0,1,0,2,0.00
PC Valthaty,AC Thomas,3,0,1,0,1,0,1,6,6,100.00
KD Karthik,SB Wagh,6,0,0,0,0,0,1,0,7,0.00
AM Nayar,AC Thomas,2,0,0,0,0,0,0,0,2,0.00
AM Nayar,WD Parnell,3,1,0,0,1,0,0,5,5,100.00
AM Nayar,M Kartik,2,1,0,0,1,0,0,5,4,125.00
AM Nayar,JD Ryder,4,2,0,0,0,0,1,2,7,28.57
Sunny Singh,SB Wagh,1,0,0,0,2,0,0,8,3,266.66
Sunny Singh,WD Parnell,1,0,0,0,0,0,0,0,1,0.00
Sunny Singh,M Kartik,1,0,0,0,1,0,0,4,2,200.00
R McLaren,AC Thomas,0,3,1,0,1,1,0,15,6,250.00
R McLaren,SB Wagh,0,3,0,0,0,0,0,3,3,100.00
R McLaren,WD Parnell,10,2,0,0,3,0,0,14,15,93.33
R McLaren,JD Ryder,3,3,1,0,0,0,0,5,7,71.42
R McLaren,M Manhas,2,4,0,0,1,0,0,8,7,114.28
R McLaren,R Sharma,2,2,0,0,1,0,0,6,5,120.00
PP Chawla,AC Thomas,2,2,0,0,0,0,0,2,4,50.00
PP Chawla,SB Wagh,0,0,0,0,0,0,1,0,1,0.00
PP Chawla,WD Parnell,1,0,0,0,0,0,0,0,1,0.00
PP Chawla,JD Ryder,3,1,0,0,0,0,0,1,4,25.00
PP Chawla,M Manhas,6,4,1,0,0,0,0,6,11,54.54
PP Chawla,R Sharma,3,2,2,0,0,0,0,6,7,85.71
P Kumar,AC Thomas,1,1,0,0,0,0,0,1,2,50.00
P Kumar,SB Wagh,0,2,0,0,0,0,0,2,2,100.00
P Kumar,WD Parnell,0,0,0,0,0,0,1,0,1,0.00
NJ Rimmington,WD Parnell,0,1,0,0,0,0,0,1,1,100.00
GC Smith,P Kumar,0,0,0,0,0,0,1,0,1,0.00
JD Ryder,P Kumar,0,1,0,0,1,0,0,5,2,250.00
JD Ryder,NJ Rimmington,2,0,2,0,1,0,0,8,5,160.00
JD Ryder,R McLaren,3,1,0,0,4,0,1,17,9,188.88
JD Ryder,AM Nayar,0,1,0,0,0,0,0,1,1,100.00
M Manhas,P Kumar,6,1,1,0,1,0,0,7,9,77.77
M Manhas,NJ Rimmington,5,1,0,0,1,0,0,5,7,71.42
M Manhas,R McLaren,3,2,0,0,1,0,0,6,6,100.00
M Manhas,PP Chawla,3,0,1,0,1,1,0,12,6,200.00
M Manhas,AM Nayar,1,1,0,0,1,0,1,5,4,125.00
RV Uthappa,P Kumar,1,1,0,0,0,1,0,7,3,233.33
RV Uthappa,NJ Rimmington,0,1,0,0,0,0,0,1,1,100.00
RV Uthappa,R McLaren,1,0,1,0,0,0,0,2,2,100.00
RV Uthappa,AM Nayar,4,2,0,0,1,1,0,12,8,150.00
Yuvraj Singh,P Kumar,0,2,0,0,0,1,0,8,3,266.66
Yuvraj Singh,NJ Rimmington,3,1,0,0,1,0,0,5,5,100.00
Yuvraj Singh,R McLaren,0,1,0,0,0,0,0,1,1,100.00
Yuvraj Singh,AM Nayar,2,3,0,0,1,0,0,7,6,116.66
