Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
V Kohli,R Ashwin,3,2,0,0,3,1,0,20,9,222.22
V Kohli,CH Morris,4,1,1,0,1,1,0,13,8,162.50
V Kohli,JO Holder,0,1,0,0,0,0,0,1,1,100.00
V Kohli,DJ Bravo,4,1,0,0,2,2,0,21,9,233.33
V Kohli,MM Sharma,1,1,0,0,0,0,0,1,2,50.00
CH Gayle,R Ashwin,2,1,0,0,0,0,0,1,3,33.33
CH Gayle,CH Morris,1,2,0,0,0,1,0,8,4,200.00
CH Gayle,JO Holder,1,1,0,0,0,3,0,19,5,380.00
CH Gayle,DJ Bravo,0,0,0,0,0,0,1,0,1,0.00
AB de Villiers,DJ Bravo,0,1,0,0,1,0,0,5,2,250.00
AB de Villiers,MM Sharma,0,0,0,0,0,0,1,0,1,0.00
MC Henriques,MM Sharma,0,0,0,0,3,0,0,12,3,400.00
MEK Hussey,R Rampaul,1,2,0,0,1,0,0,6,4,150.00
MEK Hussey,Z Khan,0,0,0,0,0,0,1,0,1,0.00
M Vijay,R Rampaul,0,2,0,0,0,0,1,2,3,66.66
M Vijay,Z Khan,2,1,1,0,0,0,0,3,4,75.00
M Vijay,JD Unadkat,2,2,1,0,2,0,0,12,7,171.42
M Vijay,R Vinay Kumar,0,1,0,0,0,0,0,1,1,100.00
M Vijay,RP Singh,0,2,0,0,0,2,0,14,4,350.00
SK Raina,Z Khan,0,0,0,0,0,0,1,0,1,0.00
DJ Bravo,JD Unadkat,2,2,0,0,0,0,0,2,4,50.00
DJ Bravo,R Vinay Kumar,1,1,1,0,0,1,1,9,5,180.00
MS Dhoni,R Rampaul,0,2,0,0,0,1,0,8,3,266.66
MS Dhoni,Z Khan,1,0,0,0,1,1,1,10,4,250.00
MS Dhoni,JD Unadkat,0,1,0,0,0,0,0,1,1,100.00
MS Dhoni,RP Singh,0,1,0,0,1,0,0,5,2,250.00
RA Jadeja,R Rampaul,0,1,1,0,0,0,0,3,2,150.00
RA Jadeja,Z Khan,0,0,0,0,1,0,1,4,2,200.00
