Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
MA Agarwal,UT Yadav,5,1,0,0,0,0,0,1,6,16.66
MA Agarwal,M Morkel,1,0,0,0,0,0,1,0,2,0.00
SS Iyer,UT Yadav,1,2,0,0,0,0,0,2,3,66.66
SS Iyer,M Morkel,4,1,1,0,2,0,0,11,8,137.50
SS Iyer,AD Russell,3,3,0,0,1,1,0,13,8,162.50
SS Iyer,PP Chawla,0,3,1,0,0,0,1,5,5,100.00
JP Duminy,UT Yadav,1,1,0,0,1,0,0,5,3,166.66
JP Duminy,M Morkel,2,0,0,0,0,0,0,0,2,0.00
JP Duminy,SP Narine,2,0,0,0,0,0,1,0,3,0.00
MK Tiwary,M Morkel,3,1,0,0,2,0,1,9,7,128.57
MK Tiwary,SP Narine,3,2,0,0,1,0,0,6,6,100.00
MK Tiwary,AD Russell,1,2,0,0,1,0,0,6,4,150.00
MK Tiwary,PP Chawla,3,4,0,0,0,0,0,4,7,57.14
MK Tiwary,YK Pathan,0,3,0,0,1,0,0,7,4,175.00
Yuvraj Singh,M Morkel,2,1,0,0,0,1,0,7,4,175.00
Yuvraj Singh,SP Narine,2,1,0,0,0,0,0,1,3,33.33
Yuvraj Singh,PP Chawla,4,3,0,0,2,0,1,11,10,110.00
Yuvraj Singh,YK Pathan,0,2,0,0,0,0,0,2,2,100.00
AD Mathews,UT Yadav,2,4,0,0,0,0,1,4,7,57.14
AD Mathews,M Morkel,0,1,0,0,0,0,0,1,1,100.00
AD Mathews,SP Narine,0,2,1,0,1,2,0,20,6,333.33
AD Mathews,AD Russell,4,1,0,0,0,0,0,1,5,20.00
AD Mathews,PP Chawla,0,2,0,0,0,0,0,2,2,100.00
KM Jadhav,UT Yadav,1,1,0,0,0,0,1,1,3,33.33
KM Jadhav,SP Narine,3,0,0,0,1,1,0,10,5,200.00
KM Jadhav,AD Russell,0,1,0,0,0,0,0,1,1,100.00
NM Coulte,UT Yadav,0,1,0,0,0,0,0,1,1,100.00
NM Coulte,SP Narine,0,1,0,0,0,0,0,1,1,100.00
A Mishra,UT Yadav,0,1,0,0,0,0,0,1,1,100.00
RV Uthappa,DJ Muthuswami,1,1,0,0,1,0,1,5,4,125.00
RV Uthappa,NM Coulter-Nile,4,3,0,0,1,0,0,7,8,87.50
RV Uthappa,AD Mathews,0,1,0,0,0,0,0,1,1,100.00
G Gambhir,DJ Muthuswami,7,1,0,0,3,0,0,13,11,118.18
G Gambhir,NM Coulter-Nile,1,5,0,0,0,0,0,5,6,83.33
G Gambhir,AD Mathews,2,6,0,0,5,0,0,26,13,200.00
G Gambhir,Imran Tahir,3,8,0,0,0,0,1,8,12,66.66
G Gambhir,JP Duminy,0,1,0,0,0,0,0,1,1,100.00
G Gambhir,A Mishra,0,5,1,0,0,0,0,7,6,116.66
MK Pandey,DJ Muthuswami,2,0,0,0,0,0,1,0,3,0.00
SA Yadav,NM Coulter-Nile,1,1,0,0,1,0,1,5,4,125.00
SA Yadav,AD Mathews,0,2,0,0,0,0,0,2,2,100.00
SA Yadav,Imran Tahir,0,4,0,0,1,0,0,8,5,160.00
SA Yadav,JP Duminy,2,1,1,0,0,1,0,9,5,180.00
YK Pathan,NM Coulter-Nile,3,0,0,0,3,0,0,12,6,200.00
YK Pathan,AD Mathews,0,2,0,0,0,0,0,2,2,100.00
YK Pathan,Imran Tahir,1,3,0,0,1,1,0,13,6,216.66
YK Pathan,A Mishra,6,3,1,0,2,0,0,13,12,108.33
RN ten Doeschate,Imran Tahir,0,1,0,0,0,0,0,1,1,100.00
RN ten Doeschate,A Mishra,0,0,1,0,0,0,0,2,1,200.00
