Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
S Dhawan,DJ Hooda,1,5,1,0,2,1,0,21,10,210.00
S Dhawan,CH Morris,1,1,0,0,0,0,0,1,2,50.00
S Dhawan,DS Kulkarni,5,1,0,0,4,0,0,17,10,170.00
S Dhawan,SR Watson,0,2,0,0,0,0,0,2,2,100.00
S Dhawan,JP Faulkner,3,1,1,0,0,0,1,3,6,50.00
S Dhawan,PV Tambe,0,4,0,0,0,1,0,10,5,200.00
DA Warner,DJ Hooda,1,0,0,0,2,0,0,8,3,266.66
DA Warner,CH Morris,7,1,1,0,1,0,0,7,10,70.00
DA Warner,DS Kulkarni,1,1,0,0,0,0,0,1,2,50.00
DA Warner,SR Watson,0,0,0,0,2,0,1,8,3,266.66
MC Henriques,SR Watson,2,1,0,0,0,0,0,1,3,33.33
MC Henriques,JP Faulkner,1,2,1,0,3,0,0,16,7,228.57
MC Henriques,PV Tambe,7,3,0,0,0,0,1,3,11,27.27
EJG Morgan,DJ Hooda,2,2,1,0,0,0,0,4,5,80.00
EJG Morgan,CH Morris,0,1,1,0,2,1,0,17,5,340.00
EJG Morgan,SR Watson,1,1,2,0,1,2,1,21,8,262.50
EJG Morgan,JP Faulkner,0,2,0,0,0,0,0,2,2,100.00
EJG Morgan,PV Tambe,3,1,1,0,1,2,0,19,8,237.50
RS Bopara,CH Morris,0,4,0,0,0,0,0,4,4,100.00
RS Bopara,SR Watson,0,0,0,1,0,0,0,3,1,300.00
RS Bopara,JP Faulkner,3,2,0,0,2,0,0,10,7,142.85
NV Ojha,CH Morris,1,2,0,0,0,0,0,2,3,66.66
NV Ojha,SR Watson,0,1,0,0,0,0,0,1,1,100.00
NV Ojha,JP Faulkner,0,1,0,0,1,0,0,5,2,250.00
AM Rahane,B Kumar,3,0,0,0,2,0,1,8,6,133.33
SR Watson,B Kumar,2,0,0,0,2,0,0,8,4,200.00
SR Watson,P Kumar,5,0,0,0,1,0,0,4,6,66.66
SR Watson,I Sharma,1,0,0,0,0,0,1,0,2,0.00
SPD Smith,B Kumar,1,1,0,0,0,0,0,1,2,50.00
SPD Smith,P Kumar,3,3,0,0,2,0,0,11,8,137.50
SPD Smith,I Sharma,3,3,0,0,2,0,0,11,8,137.50
SPD Smith,KV Sharma,2,4,1,0,1,2,0,22,10,220.00
SPD Smith,MC Henriques,1,3,1,0,3,0,0,17,8,212.50
SPD Smith,RS Bopara,0,2,0,0,1,0,1,6,4,150.00
KK Nair,P Kumar,1,0,0,0,0,0,0,0,1,0.00
KK Nair,I Sharma,4,0,0,0,0,0,0,0,4,0.00
KK Nair,KV Sharma,1,1,1,0,0,0,0,3,3,100.00
KK Nair,MC Henriques,0,1,0,0,0,0,1,1,2,50.00
DJ Hooda,KV Sharma,1,0,1,0,0,0,1,2,3,66.66
DJ Hooda,MC Henriques,1,1,0,0,0,0,0,1,2,50.00
DJ Hooda,RS Bopara,1,2,1,0,0,0,0,4,4,100.00
JP Faulkner,B Kumar,0,0,0,0,0,0,1,0,1,0.00
JP Faulkner,P Kumar,1,1,1,0,0,0,0,3,3,100.00
JP Faulkner,I Sharma,0,2,0,0,0,2,0,14,4,350.00
JP Faulkner,KV Sharma,1,1,0,0,0,0,0,1,2,50.00
JP Faulkner,MC Henriques,3,0,0,0,2,0,0,8,5,160.00
JP Faulkner,RS Bopara,1,2,1,0,0,0,0,4,4,100.00
SV Samson,B Kumar,0,0,0,0,0,2,1,12,3,400.00
SV Samson,MC Henriques,0,1,0,0,0,0,0,1,1,100.00
SV Samson,RS Bopara,3,2,0,0,0,1,0,8,6,133.33
STR Binny,B Kumar,0,2,0,0,0,0,0,2,2,100.00
STR Binny,P Kumar,0,1,0,0,0,0,0,1,1,100.00
CH Morris,B Kumar,0,3,1,0,2,0,0,13,6,216.66
CH Morris,P Kumar,0,1,1,0,0,3,0,21,5,420.00
