Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
DPMD Jayawardene,P Kumar,2,0,0,0,1,0,1,4,4,100.00
V Sehwag,P Kumar,2,1,1,0,1,0,0,7,5,140.00
V Sehwag,P Awana,2,3,1,0,0,0,0,5,6,83.33
V Sehwag,Harmeet Singh,6,1,0,0,1,1,1,11,10,110.00
RE van der Merwe,P Kumar,0,2,0,0,1,0,0,6,3,200.00
RE van der Merwe,P Awana,3,2,0,0,0,0,1,2,6,33.33
DA Warner,P Kumar,0,0,0,0,1,0,1,4,2,200.00
DA Warner,P Awana,4,1,0,0,1,0,0,5,6,83.33
DA Warner,Harmeet Singh,1,5,0,0,0,0,0,5,6,83.33
DA Warner,DJ Hussey,4,7,0,0,0,0,0,7,11,63.63
DA Warner,PP Chawla,2,2,0,0,1,1,0,12,6,200.00
DA Warner,BA Bhatt,1,3,0,0,1,0,0,7,5,140.00
MC Juneja,Harmeet Singh,0,1,0,0,0,0,1,1,2,50.00
MC Juneja,DJ Hussey,2,6,0,0,0,0,0,6,8,75.00
MC Juneja,PP Chawla,4,1,0,0,1,0,0,5,6,83.33
MC Juneja,BA Bhatt,2,2,0,0,0,0,0,2,4,50.00
KM Jadhav,Harmeet Singh,1,0,0,0,0,0,1,0,2,0.00
J Botha,BA Bhatt,0,1,0,0,0,0,1,1,2,50.00
IK Pathan,P Kumar,2,2,0,0,0,0,0,2,4,50.00
IK Pathan,P Awana,1,1,0,0,1,0,0,5,3,166.66
IK Pathan,Harmeet Singh,1,1,2,0,0,0,0,5,4,125.00
IK Pathan,DJ Hussey,4,1,0,0,0,0,0,1,5,20.00
IK Pathan,BA Bhatt,0,1,0,0,0,0,0,1,1,100.00
AB Agarkar,P Kumar,1,5,0,0,0,0,0,5,6,83.33
AB Agarkar,P Awana,0,2,1,0,0,0,0,4,3,133.33
AC Gilchrist,IK Pathan,0,0,1,0,1,0,1,6,3,200.00
Mandeep Singh,IK Pathan,2,1,0,0,2,0,0,9,5,180.00
Mandeep Singh,A Nehra,1,1,0,0,3,0,0,13,5,260.00
Mandeep Singh,J Botha,2,1,0,0,0,0,0,1,3,33.33
Mandeep Singh,RE van der Merwe,1,1,0,0,0,0,0,1,2,50.00
LA Pomersbach,IK Pathan,1,1,0,0,2,0,0,9,4,225.00
LA Pomersbach,A Nehra,0,1,0,0,0,0,0,1,1,100.00
LA Pomersbach,J Botha,1,0,2,0,0,0,0,4,3,133.33
LA Pomersbach,RE van der Merwe,0,0,0,0,1,0,1,4,2,200.00
DA Miller,A Nehra,3,4,1,0,0,0,0,6,8,75.00
DA Miller,J Botha,3,4,1,0,1,0,0,10,9,111.11
DA Miller,RE van der Merwe,2,5,0,0,0,0,0,5,7,71.42
DA Miller,UT Yadav,7,3,0,0,2,0,0,11,12,91.66
DA Miller,AB Agarkar,1,2,0,0,0,0,0,2,3,66.66
M Vohra,J Botha,2,1,0,0,1,0,1,5,5,100.00
M Vohra,RE van der Merwe,2,1,0,0,0,0,0,1,3,33.33
M Vohra,AB Agarkar,1,2,0,0,0,0,0,2,3,66.66
DJ Hussey,A Nehra,0,2,0,0,0,1,1,8,4,200.00
DJ Hussey,J Botha,1,3,0,0,0,0,0,3,4,75.00
DJ Hussey,RE van der Merwe,7,2,0,0,1,0,0,6,10,60.00
DJ Hussey,UT Yadav,1,1,1,0,0,0,0,3,3,100.00
PP Chawla,UT Yadav,1,1,0,0,1,0,0,5,3,166.66
