Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
BB McCullum,SM Pollock,0,1,0,0,0,0,1,1,2,50.00
SC Ganguly,SM Pollock,0,0,0,0,1,0,1,4,2,200.00
RT Ponting,SM Pollock,4,5,0,0,0,0,0,5,9,55.55
RT Ponting,A Nehra,1,1,0,0,0,0,0,1,2,50.00
RT Ponting,CRD Fernando,1,2,0,0,1,0,0,6,4,150.00
RT Ponting,DS Kulkarni,3,2,0,0,0,0,0,2,5,40.00
RT Ponting,DJ Bravo,4,2,0,0,0,0,0,2,6,33.33
RT Ponting,ST Jayasuriya,2,3,0,0,0,0,0,3,5,60.00
DB Das,SM Pollock,3,0,0,0,0,1,0,6,4,150.00
DB Das,A Nehra,2,0,0,0,2,0,0,8,4,200.00
DB Das,CRD Fernando,1,1,0,0,2,0,0,9,4,225.00
DB Das,DS Kulkarni,4,1,0,0,1,0,0,5,6,83.33
DB Das,DJ Bravo,0,1,0,0,0,0,1,1,2,50.00
DJ Hussey,SM Pollock,1,1,0,0,2,0,0,9,4,225.00
DJ Hussey,CRD Fernando,3,1,0,0,0,0,0,1,4,25.00
DJ Hussey,DS Kulkarni,0,1,0,0,0,0,0,1,1,100.00
DJ Hussey,DJ Bravo,3,1,0,0,0,0,0,1,4,25.00
DJ Hussey,ST Jayasuriya,4,1,0,0,1,0,1,5,7,71.42
Mohammad Hafeez,SM Pollock,1,2,0,0,0,0,0,2,3,66.66
Mohammad Hafeez,ST Jayasuriya,2,0,0,0,0,0,1,0,3,0.00
LR Shukla,CRD Fernando,2,3,0,0,2,1,0,17,8,212.50
LR Shukla,DS Kulkarni,0,3,0,0,0,0,0,3,3,100.00
LR Shukla,DJ Bravo,2,3,0,0,2,1,0,17,8,212.50
LR Shukla,ST Jayasuriya,0,3,0,0,0,0,0,3,3,100.00
AB Agarkar,DJ Bravo,0,1,0,0,0,0,0,1,1,100.00
AB Agarkar,ST Jayasuriya,3,1,0,0,0,0,1,1,5,20.00
M Kartik,CRD Fernando,0,2,0,0,1,0,1,6,4,150.00
M Kartik,DS Kulkarni,2,1,0,0,0,0,0,1,3,33.33
M Kartik,DJ Bravo,1,2,0,0,0,0,0,2,3,66.66
M Kartik,ST Jayasuriya,0,1,0,0,0,0,0,1,1,100.00
AM Rahane,AB Agarkar,8,0,0,0,1,0,1,4,10,40.00
ST Jayasuriya,I Sharma,5,0,0,0,3,1,1,18,10,180.00
MK Pandey,AB Agarkar,2,0,0,0,0,0,0,0,2,0.00
MK Pandey,AB Dinda,0,0,0,0,0,0,1,0,1,0.00
RV Uthappa,AB Agarkar,1,3,0,0,1,0,0,7,5,140.00
RV Uthappa,I Sharma,3,1,0,0,1,0,0,5,5,100.00
RV Uthappa,AB Dinda,5,3,0,0,0,0,0,3,8,37.50
RV Uthappa,M Kartik,4,3,0,0,1,0,0,7,8,87.50
RV Uthappa,Mohammad Hafeez,1,1,0,0,1,0,0,5,3,166.66
RV Uthappa,SC Ganguly,1,5,0,0,0,0,0,5,6,83.33
RV Uthappa,LR Shukla,0,1,0,0,1,0,0,5,2,250.00
DJ Bravo,AB Agarkar,2,4,2,0,0,0,0,8,8,100.00
DJ Bravo,I Sharma,4,0,1,0,2,0,0,10,7,142.85
DJ Bravo,AB Dinda,10,3,1,0,1,0,0,9,15,60.00
DJ Bravo,M Kartik,5,2,0,0,2,1,0,16,10,160.00
DJ Bravo,Mohammad Hafeez,0,2,0,0,1,0,0,6,3,200.00
DJ Bravo,SC Ganguly,0,5,0,0,1,0,0,9,6,150.00
DJ Bravo,LR Shukla,1,2,0,0,1,0,0,6,4,150.00
