Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
AC Gilchrist,B Lee,4,2,0,0,1,0,0,6,7,85.71
AC Gilchrist,IK Pathan,3,0,0,0,2,0,0,8,5,160.00
AC Gilchrist,S Sreesanth,2,0,0,0,0,1,1,6,4,150.00
HH Gibbs,B Lee,2,2,1,0,1,0,0,8,6,133.33
HH Gibbs,IK Pathan,0,1,1,0,0,0,0,3,2,150.00
HH Gibbs,S Sreesanth,2,1,0,0,0,0,0,1,3,33.33
HH Gibbs,PP Chawla,0,1,0,0,0,0,1,1,2,50.00
TL Suman,IK Pathan,1,1,2,0,0,1,0,11,5,220.00
TL Suman,S Sreesanth,2,2,1,0,1,0,0,8,6,133.33
TL Suman,PP Chawla,1,2,0,0,0,1,0,8,4,200.00
TL Suman,WA Mota,1,0,0,0,0,0,1,0,2,0.00
RG Sharma,B Lee,0,0,0,0,0,0,1,0,1,0.00
RG Sharma,S Sreesanth,3,2,0,0,0,0,0,2,5,40.00
RG Sharma,PP Chawla,3,2,0,0,1,0,0,6,6,100.00
RG Sharma,WA Mota,2,1,0,0,0,0,0,1,3,33.33
A Symonds,B Lee,3,2,1,0,0,0,0,4,6,66.66
A Symonds,IK Pathan,2,2,1,0,1,1,0,14,7,200.00
A Symonds,S Sreesanth,0,1,1,0,1,2,0,19,5,380.00
A Symonds,PP Chawla,1,1,1,0,0,1,0,9,4,225.00
A Symonds,WA Mota,4,5,3,0,0,0,0,11,12,91.66
A Symonds,Yuvraj Singh,0,1,1,0,0,0,0,3,2,150.00
Y Venugopal Rao,B Lee,3,1,1,0,0,0,0,3,5,60.00
Y Venugopal Rao,IK Pathan,1,3,1,0,0,0,0,5,5,100.00
Y Venugopal Rao,S Sreesanth,0,1,0,0,0,0,0,1,1,100.00
Y Venugopal Rao,PP Chawla,0,2,0,0,0,0,0,2,2,100.00
Y Venugopal Rao,WA Mota,3,3,0,0,1,1,0,13,8,162.50
Y Venugopal Rao,Yuvraj Singh,2,0,1,0,0,1,0,8,4,200.00
S Sohal,RJ Harris,3,2,1,0,2,0,0,12,8,150.00
S Sohal,RP Singh,1,1,1,0,2,0,0,11,5,220.00
S Sohal,Shoaib Ahmed,1,1,0,0,0,1,0,7,3,233.33
S Sohal,RG Sharma,0,0,0,0,0,0,1,0,1,0.00
SM Katich,RJ Harris,1,2,0,0,1,0,0,6,4,150.00
SM Katich,RP Singh,0,1,0,0,0,0,0,1,1,100.00
SM Katich,Shoaib Ahmed,1,2,0,0,0,0,0,2,3,66.66
SM Katich,RG Sharma,2,0,0,0,0,0,1,0,3,0.00
KC Sangakkara,Shoaib Ahmed,0,0,2,0,0,0,1,4,3,133.33
KC Sangakkara,RG Sharma,0,3,1,0,0,0,0,5,4,125.00
KC Sangakkara,Y Venugopal Rao,2,2,0,0,0,0,0,2,4,50.00
KC Sangakkara,TL Suman,2,1,1,0,0,0,0,3,4,75.00
KC Sangakkara,A Symonds,0,1,0,0,1,1,0,11,3,366.66
Yuvraj Singh,Shoaib Ahmed,0,1,0,0,0,0,1,1,2,50.00
Yuvraj Singh,RG Sharma,1,1,1,0,1,0,0,7,4,175.00
Yuvraj Singh,Y Venugopal Rao,1,1,0,0,0,0,0,1,2,50.00
Yuvraj Singh,TL Suman,1,1,0,0,0,0,0,1,2,50.00
Yuvraj Singh,A Symonds,0,2,0,0,0,1,0,8,3,266.66
DPMD Jayawardene,RP Singh,0,1,0,0,0,0,0,1,1,100.00
DPMD Jayawardene,Shoaib Ahmed,1,3,0,0,0,1,0,9,5,180.00
DPMD Jayawardene,TL Suman,1,4,1,0,0,2,0,18,8,225.00
DPMD Jayawardene,PP Ojha,3,9,1,0,1,0,0,15,14,107.14
IK Pathan,RP Singh,3,1,0,0,1,0,0,5,5,100.00
IK Pathan,Shoaib Ahmed,0,2,0,0,0,0,0,2,2,100.00
IK Pathan,TL Suman,0,0,0,0,0,0,1,0,1,0.00
IK Pathan,PP Ojha,1,3,0,0,0,0,0,3,4,75.00
WA Mota,TL Suman,0,1,0,0,0,0,0,1,1,100.00
WA Mota,PP Ojha,1,2,0,0,0,0,0,2,3,66.66
B Lee,RJ Harris,0,2,0,0,0,1,0,8,3,266.66
B Lee,RP Singh,1,1,1,0,0,0,0,3,3,100.00
B Lee,TL Suman,1,1,0,0,0,0,0,1,2,50.00
B Lee,PP Ojha,0,2,0,0,0,0,0,2,2,100.00
PP Chawla,RJ Harris,1,2,0,0,0,0,0,2,3,66.66
PP Chawla,RP Singh,0,1,0,0,1,0,0,5,2,250.00
PP Chawla,PP Ojha,0,1,0,0,0,0,0,1,1,100.00
