Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
Salman Butt,GD McGrath,5,2,0,0,1,0,0,6,8,75.00
Salman Butt,PJ Sangwan,4,3,0,0,2,0,0,11,9,122.22
Salman Butt,VY Mahesh,3,4,0,0,2,0,1,12,10,120.00
Salman Butt,MF Maharoof,0,4,1,0,0,0,0,6,5,120.00
Salman Butt,A Mishra,3,3,0,0,1,0,0,7,7,100.00
Salman Butt,V Sehwag,2,2,0,0,1,0,0,6,5,120.00
A Chopra,GD McGrath,2,2,0,0,0,0,0,2,4,50.00
A Chopra,PJ Sangwan,5,2,0,0,1,0,1,6,9,66.66
A Chopra,VY Mahesh,2,1,0,0,1,0,0,5,4,125.00
SC Ganguly,VY Mahesh,1,1,0,0,0,1,1,7,4,175.00
DJ Hussey,GD McGrath,2,3,0,0,0,1,0,9,6,150.00
DJ Hussey,PJ Sangwan,0,1,0,0,0,0,0,1,1,100.00
DJ Hussey,VY Mahesh,1,4,0,0,0,0,0,4,5,80.00
DJ Hussey,MF Maharoof,3,6,0,0,0,1,1,12,11,109.09
DJ Hussey,A Mishra,3,4,0,0,0,0,0,4,7,57.14
DJ Hussey,V Sehwag,0,1,0,0,0,0,0,1,1,100.00
T Taibu,PJ Sangwan,1,1,1,0,0,0,0,3,3,100.00
T Taibu,VY Mahesh,0,2,0,0,0,0,0,2,2,100.00
T Taibu,A Mishra,2,2,0,0,0,0,0,2,4,50.00
LR Shukla,GD McGrath,0,3,0,0,0,0,0,3,3,100.00
LR Shukla,PJ Sangwan,0,1,0,0,1,0,0,5,2,250.00
LR Shukla,MF Maharoof,0,2,0,0,0,0,1,2,3,66.66
WP Saha,GD McGrath,1,2,0,0,0,0,0,2,3,66.66
WP Saha,MF Maharoof,1,1,1,0,0,0,0,3,3,100.00
Iqbal Abdulla,MF Maharoof,1,1,0,0,0,0,0,1,2,50.00
G Gambhir,Shoaib Akhtar,1,1,0,0,0,0,1,1,3,33.33
G Gambhir,I Sharma,1,1,0,0,2,0,0,9,4,225.00
V Sehwag,Shoaib Akhtar,0,0,0,0,0,0,1,0,1,0.00
AB de Villiers,Shoaib Akhtar,5,2,1,0,0,0,1,4,9,44.44
AB de Villiers,I Sharma,0,2,0,0,0,0,0,2,2,100.00
AB de Villiers,AB Dinda,0,1,0,0,0,0,0,1,1,100.00
MK Tiwary,Shoaib Akhtar,0,1,0,0,0,0,1,1,2,50.00
MK Tiwary,AB Dinda,3,0,0,0,2,0,0,8,5,160.00
S Dhawan,I Sharma,2,2,0,0,0,0,0,2,4,50.00
S Dhawan,AB Dinda,3,1,0,0,1,0,1,5,6,83.33
TM Dilshan,Shoaib Akhtar,2,0,0,0,1,0,0,4,3,133.33
TM Dilshan,I Sharma,0,2,0,0,0,0,0,2,2,100.00
TM Dilshan,AB Dinda,2,1,0,0,2,0,0,9,5,180.00
TM Dilshan,SC Ganguly,2,2,0,0,1,0,0,6,5,120.00
TM Dilshan,Iqbal Abdulla,3,0,0,0,1,0,0,4,4,100.00
A Mishra,I Sharma,2,1,0,0,0,0,0,1,3,33.33
A Mishra,AB Dinda,1,3,0,0,0,0,0,3,4,75.00
A Mishra,SC Ganguly,5,8,1,0,1,0,0,14,15,93.33
A Mishra,Iqbal Abdulla,2,5,0,0,2,0,0,13,9,144.44
A Mishra,LR Shukla,0,0,0,0,0,0,1,0,1,0.00
MF Maharoof,AB Dinda,1,2,0,0,0,0,0,2,3,66.66
MF Maharoof,SC Ganguly,1,3,0,0,0,0,0,3,4,75.00
MF Maharoof,Iqbal Abdulla,1,3,1,0,0,0,0,5,5,100.00
VY Mahesh,I Sharma,1,2,0,0,0,0,0,2,3,66.66
VY Mahesh,LR Shukla,1,1,0,0,0,0,1,1,3,33.33
PJ Sangwan,LR Shukla,0,0,0,0,0,0,1,0,1,0.00
