Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
SE Marsh,MM Patel,7,4,0,0,1,2,0,20,14,142.85
SE Marsh,SR Watson,7,1,0,0,7,0,1,29,16,181.25
SE Marsh,Pankaj Singh,0,4,1,1,1,2,0,25,9,277.77
SE Marsh,D Salunkhe,5,4,0,0,1,1,0,14,11,127.27
SE Marsh,SK Trivedi,6,5,1,0,0,1,0,13,13,100.00
SE Marsh,YK Pathan,0,4,0,0,1,1,0,14,6,233.33
JR Hopes,MM Patel,5,2,0,0,2,0,0,10,9,111.11
JR Hopes,SR Watson,2,2,0,0,0,0,0,2,4,50.00
JR Hopes,Pankaj Singh,3,2,0,0,2,0,0,10,7,142.85
JR Hopes,D Salunkhe,1,2,1,0,0,0,0,4,4,100.00
JR Hopes,SK Trivedi,0,2,1,0,3,0,0,16,6,266.66
JR Hopes,YK Pathan,1,1,1,0,0,1,1,9,5,180.00
Yuvraj Singh,MM Patel,0,0,0,0,0,1,0,6,1,600.00
Yuvraj Singh,SR Watson,1,1,0,0,0,1,0,7,3,233.33
Yuvraj Singh,Pankaj Singh,0,1,0,0,1,1,0,11,3,366.66
Yuvraj Singh,D Salunkhe,1,1,0,0,1,0,0,5,3,166.66
Yuvraj Singh,SK Trivedi,1,1,0,0,0,3,0,19,5,380.00
Yuvraj Singh,YK Pathan,0,1,0,0,0,0,0,1,1,100.00
LA Pomersbach,SR Watson,0,1,0,0,0,0,0,1,1,100.00
M Kaif,IK Pathan,1,1,0,0,0,0,0,1,2,50.00
M Kaif,S Sreesanth,2,0,0,0,0,0,1,0,3,0.00
NK Patel,IK Pathan,7,2,0,0,1,0,0,6,10,60.00
NK Patel,S Sreesanth,1,2,0,0,4,0,0,18,7,257.14
NK Patel,JR Hopes,3,1,0,0,2,0,0,9,6,150.00
NK Patel,RR Powar,0,2,0,0,1,0,0,6,3,200.00
NK Patel,VRV Singh,1,2,1,0,2,0,0,12,6,200.00
NK Patel,PP Chawla,2,2,2,0,0,0,1,6,7,85.71
Younis Khan,IK Pathan,3,1,0,0,0,0,1,1,5,20.00
Younis Khan,S Sreesanth,0,2,0,0,0,0,0,2,2,100.00
SR Watson,IK Pathan,1,0,0,0,0,0,0,0,1,0.00
SR Watson,RR Powar,2,1,0,0,0,0,0,1,3,33.33
SR Watson,VRV Singh,2,4,0,0,0,0,0,4,6,66.66
SR Watson,PP Chawla,0,4,0,0,0,1,1,10,6,166.66
SR Watson,Yuvraj Singh,0,1,1,0,1,0,0,7,3,233.33
YK Pathan,JR Hopes,0,1,0,0,3,0,1,13,5,260.00
YK Pathan,VRV Singh,0,2,0,0,0,0,0,2,2,100.00
YK Pathan,PP Chawla,0,3,1,0,0,1,0,11,5,220.00
YK Pathan,Yuvraj Singh,0,1,0,0,0,2,0,13,3,433.33
Kamran Akmal,S Sreesanth,1,1,0,0,1,3,0,23,6,383.33
Kamran Akmal,PP Chawla,0,1,0,0,0,0,1,1,2,50.00
M Rawat,IK Pathan,0,1,0,0,0,0,0,1,1,100.00
M Rawat,JR Hopes,3,1,0,0,0,0,0,1,4,25.00
M Rawat,VRV Singh,4,2,2,0,2,0,0,14,10,140.00
M Rawat,PP Chawla,2,1,0,0,0,1,0,7,4,175.00
D Salunkhe,JR Hopes,0,0,1,0,1,0,1,6,3,200.00
Pankaj Singh,IK Pathan,4,1,0,0,0,0,0,1,5,20.00
