Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
BB McCullum,RR Powar,3,1,1,0,0,0,0,3,5,60.00
BB McCullum,IK Pathan,4,0,0,0,0,0,0,0,4,0.00
BB McCullum,YA Abdulla,1,1,0,0,0,0,0,1,2,50.00
BB McCullum,VS Malik,2,2,0,0,0,0,0,2,4,50.00
BB McCullum,PP Chawla,6,3,1,0,0,0,1,5,11,45.45
BB McCullum,Yuvraj Singh,1,2,1,0,1,0,0,8,5,160.00
CH Gayle,RR Powar,0,1,0,0,0,0,0,1,1,100.00
CH Gayle,IK Pathan,5,1,1,0,1,0,0,7,8,87.50
CH Gayle,YA Abdulla,4,1,0,0,2,0,1,9,8,112.50
BJ Hodge,RR Powar,0,2,0,0,0,0,0,2,2,100.00
BJ Hodge,IK Pathan,0,3,1,0,4,0,0,21,8,262.50
BJ Hodge,YA Abdulla,2,4,0,0,1,1,0,14,8,175.00
BJ Hodge,VS Malik,5,4,2,0,1,0,0,12,12,100.00
BJ Hodge,PP Chawla,3,3,0,0,2,0,0,11,8,137.50
BJ Hodge,Yuvraj Singh,1,2,0,0,2,0,0,10,5,200.00
SC Ganguly,RR Powar,3,1,0,0,0,0,0,1,4,25.00
SC Ganguly,YA Abdulla,0,2,0,0,1,0,0,6,3,200.00
SC Ganguly,VS Malik,1,2,0,0,0,0,0,2,3,66.66
SC Ganguly,PP Chawla,1,1,1,0,0,1,1,9,5,180.00
SC Ganguly,Yuvraj Singh,0,1,0,1,0,0,0,4,2,200.00
MN van Wyk,IK Pathan,1,2,0,0,0,1,0,8,4,200.00
MN van Wyk,YA Abdulla,1,1,1,0,0,0,0,3,3,100.00
MN van Wyk,VS Malik,2,1,1,0,1,0,0,7,5,140.00
S Sohal,I Sharma,2,2,0,0,0,0,0,2,4,50.00
S Sohal,AB Dinda,3,2,0,0,0,2,0,14,7,200.00
S Sohal,CH Gayle,2,1,1,0,0,1,0,9,5,180.00
S Sohal,AB Agarkar,0,0,0,0,0,0,1,0,1,0.00
KC Sangakkara,I Sharma,1,0,0,0,0,0,1,0,2,0.00
SM Katich,I Sharma,3,1,1,0,1,0,0,7,6,116.66
SM Katich,AB Dinda,1,2,1,0,0,1,0,10,5,200.00
SM Katich,CH Gayle,1,0,0,0,0,0,0,0,1,0.00
SM Katich,AB Agarkar,1,3,1,0,1,0,0,9,6,150.00
SM Katich,LR Shukla,2,2,0,0,0,0,0,2,4,50.00
SM Katich,SC Ganguly,1,2,0,0,1,0,0,6,4,150.00
SM Katich,BJ Hodge,1,0,0,0,0,0,1,0,2,0.00
DPMD Jayawardene,I Sharma,2,3,0,0,2,0,0,11,7,157.14
DPMD Jayawardene,CH Gayle,2,3,0,0,0,0,0,3,5,60.00
DPMD Jayawardene,AB Agarkar,4,4,0,0,2,0,0,12,10,120.00
DPMD Jayawardene,LR Shukla,1,0,0,0,1,0,0,4,2,200.00
DPMD Jayawardene,SC Ganguly,0,1,1,0,0,0,0,3,2,150.00
DPMD Jayawardene,BJ Hodge,2,3,1,0,1,0,0,9,7,128.57
DPMD Jayawardene,M Kartik,2,4,1,0,1,0,0,10,8,125.00
Yuvraj Singh,I Sharma,0,0,0,0,0,0,1,0,1,0.00
Yuvraj Singh,CH Gayle,1,2,0,0,1,0,0,6,4,150.00
Yuvraj Singh,BJ Hodge,0,3,0,0,0,0,0,3,3,100.00
Yuvraj Singh,M Kartik,4,3,1,0,0,0,0,5,8,62.50
IK Pathan,I Sharma,0,3,0,0,1,0,0,7,4,175.00
IK Pathan,CH Gayle,1,2,0,0,0,0,0,2,3,66.66
IK Pathan,AB Agarkar,2,4,0,0,1,0,0,8,7,114.28
IK Pathan,M Kartik,0,2,0,0,0,0,0,2,2,100.00
