Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
RV Uthappa,P Kumar,1,3,0,0,1,0,0,7,5,140.00
RV Uthappa,RJ Harris,2,1,0,0,1,0,0,5,4,125.00
RV Uthappa,Azhar Mahmood,1,4,0,0,0,0,0,4,5,80.00
RV Uthappa,P Awana,3,3,0,0,0,0,0,3,6,50.00
RV Uthappa,PP Chawla,2,0,0,0,0,0,1,0,3,0.00
MK Pandey,P Kumar,3,0,0,0,0,0,1,0,4,0.00
TL Suman,P Kumar,1,1,0,0,1,0,0,5,3,166.66
TL Suman,RJ Harris,8,0,0,0,0,0,0,0,8,0.00
TL Suman,Azhar Mahmood,1,1,0,0,0,0,1,1,3,33.33
MN Samuels,Azhar Mahmood,3,1,0,0,0,0,0,1,4,25.00
MN Samuels,P Awana,3,2,0,0,0,0,0,2,5,40.00
LRPL Taylor,P Kumar,0,1,0,0,0,0,1,1,2,50.00
LRPL Taylor,P Awana,2,2,0,0,1,0,0,6,5,120.00
LRPL Taylor,PP Chawla,6,4,2,0,0,0,0,8,12,66.66
AD Mathews,P Awana,2,0,0,0,1,0,1,4,4,100.00
AM Nayar,P Kumar,1,3,0,0,0,0,0,3,4,75.00
AM Nayar,RJ Harris,3,1,0,0,1,0,0,5,5,100.00
AM Nayar,Azhar Mahmood,2,2,0,0,1,0,0,6,5,120.00
AM Nayar,P Awana,3,1,0,0,0,0,0,1,4,25.00
AM Nayar,PP Chawla,2,4,1,0,1,0,0,10,8,125.00
MR Marsh,P Kumar,1,2,1,0,1,1,0,14,6,233.33
MR Marsh,RJ Harris,0,0,0,0,0,0,1,0,1,0.00
MR Marsh,PP Chawla,0,1,0,0,0,0,0,1,1,100.00
B Kumar,RJ Harris,4,2,0,0,0,0,0,2,6,33.33
B Kumar,Azhar Mahmood,2,2,0,0,1,0,1,6,6,100.00
R Sharma,Azhar Mahmood,0,1,0,0,0,0,0,1,1,100.00
AC Gilchrist,B Kumar,3,0,0,0,2,1,0,14,6,233.33
AC Gilchrist,AB Dinda,1,1,0,0,0,0,0,1,2,50.00
AC Gilchrist,AD Mathews,1,0,0,0,0,0,1,0,2,0.00
Mandeep Singh,B Kumar,0,1,0,0,0,0,0,1,1,100.00
Mandeep Singh,AB Dinda,2,2,0,0,2,0,0,10,6,166.66
Mandeep Singh,AD Mathews,1,3,1,0,0,0,0,5,5,100.00
Mandeep Singh,MR Marsh,2,3,1,0,1,0,0,9,7,128.57
Mandeep Singh,R Sharma,3,2,0,0,1,0,1,6,7,85.71
M Vohra,B Kumar,4,1,0,0,0,0,0,1,5,20.00
M Vohra,AB Dinda,0,0,0,0,4,0,0,16,4,400.00
M Vohra,AD Mathews,1,3,0,0,1,0,0,7,5,140.00
M Vohra,MR Marsh,1,3,2,0,1,0,0,11,7,157.14
M Vohra,R Sharma,3,2,1,0,1,0,0,8,7,114.28
DJ Hussey,MR Marsh,5,2,0,0,0,0,0,2,7,28.57
DJ Hussey,R Sharma,1,2,0,0,1,0,0,6,4,150.00
