Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
MEK Hussey,Z Khan,4,5,0,0,2,0,0,13,11,118.18
MEK Hussey,DL Vettori,5,3,0,0,1,1,0,13,10,130.00
MEK Hussey,JJ van der Wath,2,5,1,1,3,0,0,22,12,183.33
MEK Hussey,TM Dilshan,0,4,0,0,3,0,0,16,7,228.57
MEK Hussey,R Ninan,1,3,1,0,0,0,0,5,5,100.00
MEK Hussey,V Kohli,3,6,0,0,2,0,0,14,11,127.27
M Vijay,Z Khan,2,2,0,0,0,0,0,2,4,50.00
M Vijay,DL Vettori,5,1,1,0,1,0,0,7,8,87.50
M Vijay,JJ van der Wath,1,0,0,0,2,1,0,14,4,350.00
M Vijay,TM Dilshan,0,2,0,0,0,0,0,2,2,100.00
M Vijay,R Ninan,1,0,0,0,0,1,1,6,3,200.00
SK Raina,JJ van der Wath,0,2,0,0,1,0,0,6,3,200.00
SK Raina,TM Dilshan,0,3,0,0,0,0,0,3,3,100.00
SK Raina,R Ninan,1,4,1,0,2,1,1,20,10,200.00
MS Dhoni,Z Khan,0,0,0,0,1,1,1,10,3,333.33
MS Dhoni,DL Vettori,3,3,0,0,0,0,0,3,6,50.00
MS Dhoni,V Kohli,0,5,2,0,0,0,0,9,7,128.57
JA Morkel,Z Khan,2,2,1,0,1,0,0,8,6,133.33
JA Morkel,JJ van der Wath,0,1,0,0,0,0,1,1,2,50.00
S Badrinath,JJ van der Wath,0,1,0,0,1,0,1,5,3,166.66
MA Agarwal,JA Morkel,2,2,0,0,1,0,0,6,5,120.00
MA Agarwal,TG Southee,4,1,0,0,0,0,0,1,5,20.00
MA Agarwal,R Ashwin,2,0,0,0,0,0,1,0,3,0.00
TM Dilshan,JA Morkel,0,0,0,0,0,0,1,0,1,0.00
AUK Pathan,JA Morkel,1,0,0,0,2,1,0,14,4,350.00
AUK Pathan,TG Southee,0,0,0,0,0,0,1,0,1,0.00
V Kohli,JA Morkel,1,3,0,0,0,0,0,3,4,75.00
V Kohli,TG Southee,3,2,0,0,1,0,0,6,6,100.00
V Kohli,R Ashwin,3,1,0,0,1,0,0,5,5,100.00
V Kohli,S Randiv,1,4,0,0,1,0,0,8,6,133.33
V Kohli,SB Jakati,1,3,0,0,1,1,1,13,7,185.71
AB de Villiers,JA Morkel,3,1,1,0,0,0,1,3,6,50.00
AB de Villiers,TG Southee,0,1,2,0,1,1,0,15,5,300.00
AB de Villiers,R Ashwin,5,3,1,0,2,0,0,13,11,118.18
AB de Villiers,S Randiv,2,7,3,0,0,0,0,13,12,108.33
AB de Villiers,SB Jakati,2,3,0,1,2,1,0,20,9,222.22
AB de Villiers,SK Raina,0,1,0,0,0,0,0,1,1,100.00
SS Tiwary,R Ashwin,1,2,0,0,0,0,0,2,3,66.66
SS Tiwary,S Randiv,0,2,0,0,0,0,1,2,3,66.66
SS Tiwary,SB Jakati,0,2,0,0,0,0,0,2,2,100.00
SS Tiwary,SK Raina,0,2,3,0,0,0,0,8,5,160.00
CA Pujara,R Ashwin,1,1,0,0,0,0,0,1,2,50.00
CA Pujara,S Randiv,0,1,0,0,0,0,1,1,2,50.00
JJ van der Wath,JA Morkel,2,1,0,0,0,1,0,7,4,175.00
JJ van der Wath,TG Southee,1,3,0,0,1,0,0,7,5,140.00
JJ van der Wath,S Randiv,1,0,0,0,0,0,0,0,1,0.00
DL Vettori,TG Southee,0,2,0,0,0,0,0,2,2,100.00
