Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
Ankit Sharma,S Badree,9,3,0,0,0,0,0,3,12,25.00
Ankit Sharma,IC Pandey,0,1,0,0,0,0,0,1,1,100.00
Ankit Sharma,MM Sharma,4,0,0,0,2,0,0,8,6,133.33
Ankit Sharma,R Ashwin,1,2,1,0,2,1,1,18,8,225.00
SR Watson,S Badree,3,3,0,0,0,0,0,3,6,50.00
SR Watson,IC Pandey,7,1,1,0,1,1,0,13,11,118.18
SR Watson,MM Sharma,2,0,0,0,0,1,1,6,4,150.00
SR Watson,R Ashwin,1,4,0,0,1,0,0,8,6,133.33
SR Watson,RA Jadeja,2,3,0,0,0,0,0,3,5,60.00
SR Watson,V Shankar,0,0,1,0,1,2,0,18,4,450.00
AM Rahane,RA Jadeja,2,3,0,0,0,0,0,3,5,60.00
AM Rahane,V Shankar,1,1,0,0,0,0,0,1,2,50.00
KK Nair,S Badree,1,1,0,0,0,0,1,1,3,33.33
KK Nair,IC Pandey,0,2,0,0,0,0,0,2,2,100.00
KK Nair,R Ashwin,2,1,0,0,1,0,0,5,4,125.00
KK Nair,RA Jadeja,2,0,0,0,0,0,0,0,2,0.00
STR Binny,S Badree,1,1,0,0,0,1,0,7,3,233.33
STR Binny,IC Pandey,2,2,0,0,0,0,0,2,4,50.00
STR Binny,MM Sharma,1,0,1,1,0,0,0,5,3,166.66
STR Binny,R Ashwin,2,1,0,0,0,0,0,1,3,33.33
STR Binny,RA Jadeja,1,1,0,0,0,1,1,7,4,175.00
SPD Smith,MM Sharma,0,0,0,0,1,0,1,4,2,200.00
SPD Smith,R Ashwin,0,2,1,0,0,0,0,4,3,133.33
SPD Smith,RA Jadeja,2,1,0,0,0,0,0,1,3,33.33
JP Faulkner,MM Sharma,2,1,0,0,0,0,0,1,3,33.33
JP Faulkner,RA Jadeja,0,0,0,0,0,0,1,0,1,0.00
DH Yagnik,MM Sharma,2,1,0,0,0,0,0,1,3,33.33
DH Yagnik,RA Jadeja,0,3,0,0,0,0,0,3,3,100.00
R Bhatia,MM Sharma,0,0,1,0,1,0,1,6,3,200.00
R Bhatia,RA Jadeja,0,1,0,0,0,0,0,1,1,100.00
DR Smith,Ankit Sharma,8,4,1,0,1,0,0,10,14,71.42
DR Smith,JP Faulkner,4,0,0,0,0,2,0,12,6,200.00
DR Smith,PV Tambe,1,3,0,0,2,0,0,11,6,183.33
DR Smith,KK Cooper,3,2,0,0,0,0,1,2,6,33.33
DR Smith,R Bhatia,0,1,0,0,2,0,0,9,3,300.00
BB McCullum,Ankit Sharma,1,0,0,0,0,1,1,6,3,200.00
SK Raina,Ankit Sharma,0,1,0,0,0,0,1,1,2,50.00
SK Raina,PV Tambe,0,1,0,0,0,0,0,1,1,100.00
F du Plessis,Ankit Sharma,2,3,0,0,0,0,0,3,5,60.00
F du Plessis,JP Faulkner,1,4,0,0,0,0,1,4,6,66.66
F du Plessis,PV Tambe,1,4,2,0,1,0,0,12,8,150.00
F du Plessis,KK Cooper,5,4,0,0,1,0,0,8,10,80.00
F du Plessis,R Bhatia,1,7,2,0,0,0,0,11,10,110.00
R Ashwin,JP Faulkner,0,2,0,0,0,0,0,2,2,100.00
R Ashwin,PV Tambe,1,2,1,0,0,0,0,4,4,100.00
R Ashwin,R Bhatia,4,4,0,0,1,0,1,8,10,80.00
MS Dhoni,JP Faulkner,0,2,1,1,0,1,0,13,5,260.00
MS Dhoni,PV Tambe,3,1,0,0,1,0,0,5,5,100.00
MS Dhoni,KK Cooper,0,3,2,0,0,0,0,7,5,140.00
MS Dhoni,R Bhatia,0,1,0,0,0,0,0,1,1,100.00
RA Jadeja,JP Faulkner,0,3,0,0,0,0,0,3,3,100.00
RA Jadeja,KK Cooper,0,2,0,0,0,1,0,8,3,266.66
