Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
V Sehwag,Z Khan,0,1,0,0,0,0,1,1,2,50.00
M Vohra,Z Khan,3,0,0,0,0,0,1,0,4,0.00
M Vohra,JP Duminy,2,1,0,0,0,0,0,1,3,33.33
SE Marsh,Z Khan,1,1,0,0,1,0,0,5,3,166.66
SE Marsh,JP Duminy,0,0,0,0,0,0,1,0,1,0.00
WP Saha,Z Khan,2,1,0,0,0,0,0,1,3,33.33
WP Saha,JP Duminy,0,2,0,0,0,0,0,2,2,100.00
WP Saha,NM Coulter-Nile,2,0,0,0,0,0,1,0,3,0.00
DA Miller,Z Khan,3,2,0,0,0,0,0,2,5,40.00
DA Miller,JP Duminy,4,5,1,0,0,0,0,7,10,70.00
DA Miller,NM Coulter-Nile,2,2,0,0,0,0,1,2,5,40.00
DA Miller,A Mishra,1,3,0,0,1,0,0,7,5,140.00
DA Miller,AD Mathews,3,4,0,0,2,0,0,12,9,133.33
DA Miller,Imran Tahir,3,2,0,0,1,1,0,12,7,171.42
GJ Bailey,Z Khan,2,1,0,0,1,0,0,5,4,125.00
GJ Bailey,JP Duminy,0,2,0,0,0,0,0,2,2,100.00
GJ Bailey,NM Coulter-Nile,3,2,0,0,2,0,0,10,7,142.85
GJ Bailey,A Mishra,1,1,0,0,0,0,1,1,3,33.33
NLTC Perera,JP Duminy,1,2,0,0,0,0,0,2,3,66.66
NLTC Perera,NM Coulter-Nile,2,1,0,0,0,0,1,1,4,25.00
AR Patel,Z Khan,0,3,0,0,0,0,0,3,3,100.00
AR Patel,JP Duminy,2,1,0,0,0,0,0,1,3,33.33
AR Patel,NM Coulter-Nile,0,1,0,0,0,0,1,1,2,50.00
AR Patel,A Mishra,2,2,0,0,0,0,0,2,4,50.00
AR Patel,AD Mathews,3,6,0,0,0,0,0,6,9,66.66
AR Patel,Imran Tahir,1,3,0,0,0,1,0,9,5,180.00
SN Thakur,NM Coulter-Nile,1,1,0,0,1,0,0,5,3,166.66
SN Thakur,Imran Tahir,1,2,0,0,0,0,0,2,3,66.66
Anureet Singh,Imran Tahir,0,2,0,0,0,1,0,8,3,266.66
MA Agarwal,Sandeep Sharma,5,3,0,0,0,1,0,9,9,100.00
MA Agarwal,SN Thakur,3,2,1,0,3,0,0,16,9,177.77
MA Agarwal,Anureet Singh,3,5,0,0,1,0,0,9,9,100.00
MA Agarwal,NLTC Perera,0,4,0,0,2,0,0,12,6,200.00
MA Agarwal,AR Patel,1,6,0,0,0,0,0,6,7,85.71
SS Iyer,Sandeep Sharma,8,1,0,0,0,0,0,1,9,11.11
SS Iyer,SN Thakur,2,2,1,0,1,2,1,20,9,222.22
SS Iyer,Anureet Singh,4,4,0,0,2,0,0,12,10,120.00
SS Iyer,NLTC Perera,0,4,1,0,1,0,0,10,6,166.66
SS Iyer,AR Patel,0,5,0,0,0,1,0,11,6,183.33
SS Tiwary,AR Patel,2,1,0,0,1,0,0,5,4,125.00
