Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
V Sehwag,VS Malik,3,0,0,0,2,1,0,14,6,233.33
V Sehwag,JP Faulkner,0,0,0,0,1,0,1,4,2,200.00
M Vohra,VS Malik,0,1,0,0,0,0,0,1,1,100.00
M Vohra,SR Watson,8,1,0,0,2,1,0,15,12,125.00
M Vohra,JP Faulkner,0,1,0,0,0,0,0,1,1,100.00
M Vohra,KK Cooper,0,1,1,0,1,0,0,7,3,233.33
M Vohra,R Tewatia,2,1,0,0,0,0,0,1,3,33.33
SE Marsh,VS Malik,3,0,0,0,2,0,1,8,6,133.33
SE Marsh,JP Faulkner,2,2,0,0,0,0,0,2,4,50.00
SE Marsh,KK Cooper,4,1,1,0,1,0,0,7,7,100.00
SE Marsh,R Tewatia,4,4,1,0,1,1,0,16,11,145.45
SE Marsh,PV Tambe,3,3,0,0,1,0,0,7,7,100.00
WP Saha,VS Malik,0,2,0,0,0,0,0,2,2,100.00
WP Saha,JP Faulkner,2,1,0,0,2,0,0,9,5,180.00
WP Saha,KK Cooper,0,2,0,0,0,0,0,2,2,100.00
WP Saha,R Tewatia,1,4,0,0,0,0,1,4,6,66.66
WP Saha,PV Tambe,1,2,0,0,2,0,0,10,5,200.00
DA Miller,VS Malik,0,3,0,0,0,0,0,3,3,100.00
DA Miller,JP Faulkner,0,1,0,0,0,1,0,7,2,350.00
DA Miller,KK Cooper,3,2,1,0,0,0,0,4,6,66.66
DA Miller,R Tewatia,1,2,0,0,0,0,0,2,3,66.66
DA Miller,PV Tambe,0,3,2,0,0,1,0,13,6,216.66
GJ Bailey,JP Faulkner,0,1,2,0,1,1,0,15,5,300.00
GJ Bailey,KK Cooper,2,3,1,0,0,0,0,5,6,83.33
GJ Bailey,R Tewatia,1,0,0,0,0,0,0,0,1,0.00
GJ Bailey,PV Tambe,1,4,1,0,0,0,0,6,6,100.00
AM Rahane,L Balaji,5,2,1,0,1,0,0,8,9,88.88
AM Rahane,BE Hendricks,1,3,0,1,0,0,0,6,5,120.00
AM Rahane,R Dhawan,3,2,0,0,1,0,1,6,7,85.71
AM Rahane,AR Patel,2,2,0,0,0,0,0,2,4,50.00
AM Rahane,Karanveer Singh,0,1,0,0,0,0,0,1,1,100.00
KK Nair,L Balaji,1,0,0,0,1,0,1,4,3,133.33
KK Nair,BE Hendricks,1,0,0,1,1,0,0,7,3,233.33
SV Samson,BE Hendricks,1,2,0,0,0,1,0,8,4,200.00
SV Samson,R Dhawan,3,4,0,0,2,0,0,12,9,133.33
SV Samson,AR Patel,1,4,0,0,0,0,0,4,5,80.00
SV Samson,Karanveer Singh,5,4,1,0,0,0,1,6,11,54.54
SR Watson,R Dhawan,0,0,0,0,0,0,1,0,1,0.00
STR Binny,R Dhawan,3,2,2,0,0,0,0,6,7,85.71
STR Binny,Karanveer Singh,1,1,0,0,0,0,1,1,3,33.33
R Tewatia,L Balaji,2,0,1,0,0,0,0,2,3,66.66
R Tewatia,AR Patel,2,2,0,0,0,1,1,8,6,133.33
R Tewatia,Karanveer Singh,0,2,2,0,0,0,0,6,4,150.00
BJ Hodge,L Balaji,0,2,1,0,0,0,0,4,3,133.33
BJ Hodge,BE Hendricks,1,0,1,0,2,2,0,22,6,366.66
BJ Hodge,AR Patel,0,2,1,0,0,0,1,4,4,100.00
BJ Hodge,Karanveer Singh,4,1,0,0,0,0,0,1,5,20.00
JP Faulkner,L Balaji,0,2,0,0,1,2,0,18,5,360.00
JP Faulkner,BE Hendricks,2,1,0,0,0,2,0,13,5,260.00
JP Faulkner,AR Patel,0,2,1,0,0,0,0,4,3,133.33
KK Cooper,AR Patel,0,0,1,0,0,0,1,2,2,100.00
VS Malik,L Balaji,1,0,0,0,0,0,0,0,1,0.00
VS Malik,BE Hendricks,0,1,0,0,0,0,0,1,1,100.00
