Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
MJ Lumb,RJ Harris,5,0,0,0,0,1,0,6,6,100.00
MJ Lumb,DR Smith,0,1,0,0,2,0,0,9,3,300.00
MJ Lumb,RP Singh,0,0,0,0,0,0,1,0,1,0.00
NV Ojha,DR Smith,2,1,0,0,0,0,0,1,3,33.33
NV Ojha,RP Singh,1,0,0,0,0,0,1,0,2,0.00
FY Fazal,RJ Harris,0,2,0,0,0,0,0,2,2,100.00
FY Fazal,DR Smith,2,2,0,0,0,0,0,2,4,50.00
FY Fazal,RP Singh,2,1,1,0,0,0,0,3,4,75.00
FY Fazal,Harmeet Singh,2,1,0,0,1,0,0,5,4,125.00
FY Fazal,A Symonds,1,3,3,0,0,0,0,9,7,128.57
FY Fazal,PP Ojha,1,3,0,0,3,0,1,15,8,187.50
SR Watson,RJ Harris,0,3,1,0,1,0,0,9,5,180.00
SR Watson,DR Smith,0,1,1,0,0,0,0,3,2,150.00
SR Watson,RP Singh,5,4,0,0,1,0,1,8,11,72.72
SR Watson,Harmeet Singh,0,3,1,0,0,1,0,11,5,220.00
SR Watson,A Symonds,2,1,1,0,0,1,0,9,5,180.00
SR Watson,PP Ojha,0,4,2,0,1,1,0,18,8,225.00
YK Pathan,RJ Harris,1,1,0,0,0,0,1,1,3,33.33
YK Pathan,Harmeet Singh,1,2,1,0,0,0,0,4,4,100.00
AA Jhunjhunwala,RJ Harris,1,0,0,0,1,0,0,4,2,200.00
AA Jhunjhunwala,RP Singh,0,2,1,0,0,0,0,4,3,133.33
AA Jhunjhunwala,Harmeet Singh,0,0,0,0,0,0,1,0,1,0.00
AA Jhunjhunwala,PP Ojha,0,1,1,0,0,0,0,3,2,150.00
AS Raut,Harmeet Singh,2,0,0,0,0,0,1,0,3,0.00
SK Warne,RP Singh,2,1,0,0,0,0,0,1,3,33.33
SK Warne,Harmeet Singh,1,0,0,0,0,0,0,0,1,0.00
M Morkel,RJ Harris,0,1,0,0,0,0,0,1,1,100.00
M Morkel,DR Smith,0,2,0,0,0,0,0,2,2,100.00
M Morkel,Harmeet Singh,3,0,0,0,1,0,0,4,4,100.00
AP Dole,RJ Harris,0,0,0,0,1,0,1,4,2,200.00
AP Dole,Harmeet Singh,2,0,0,0,0,0,0,0,2,0.00
SK Trivedi,RJ Harris,2,0,0,0,1,0,0,4,3,133.33
SK Trivedi,DR Smith,0,1,0,0,1,0,1,5,3,166.66
VVS Laxman,YK Pathan,4,1,0,0,0,0,0,1,5,20.00
VVS Laxman,SR Watson,0,1,0,0,0,0,0,1,1,100.00
VVS Laxman,AP Dole,1,0,0,0,1,0,1,4,3,133.33
AC Gilchrist,YK Pathan,4,2,0,0,0,0,0,2,6,33.33
AC Gilchrist,SR Watson,1,1,0,0,2,1,0,15,5,300.00
AC Gilchrist,AP Dole,1,1,0,0,1,2,1,17,6,283.33
RG Sharma,YK Pathan,1,0,0,0,0,0,0,0,1,0.00
RG Sharma,SR Watson,2,1,2,0,3,0,0,17,8,212.50
RG Sharma,AP Dole,3,2,5,0,1,0,0,16,11,145.45
RG Sharma,M Morkel,1,5,0,0,2,1,0,19,9,211.11
RG Sharma,SK Trivedi,2,4,0,0,2,0,1,12,9,133.33
RG Sharma,SK Warne,2,3,0,0,0,1,0,9,6,150.00
A Symonds,AP Dole,2,3,0,0,0,0,0,3,5,60.00
A Symonds,M Morkel,8,4,0,0,2,0,0,12,14,85.71
A Symonds,SK Trivedi,0,0,0,0,0,0,1,0,1,0.00
Anirudh Singh,SK Trivedi,2,3,0,0,0,0,0,3,5,60.00
Anirudh Singh,SK Warne,3,2,0,0,1,0,1,6,7,85.71
DR Smith,SR Watson,1,2,0,0,0,0,0,2,3,66.66
DR Smith,SK Warne,2,0,1,0,0,0,1,2,4,50.00
AA Bilakhia,SR Watson,0,1,0,0,0,0,0,1,1,100.00
AA Bilakhia,SK Warne,1,1,0,0,0,0,1,1,3,33.33
RJ Harris,SK Warne,0,1,0,0,0,0,1,1,2,50.00
RP Singh,M Morkel,0,1,0,0,0,0,0,1,1,100.00
RP Singh,SK Trivedi,1,0,0,0,0,0,1,0,2,0.00
RP Singh,SK Warne,1,0,1,0,0,0,0,2,2,100.00
