Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
DA Warner,R Rampaul,5,2,0,0,1,0,0,6,8,75.00
DA Warner,RP Singh,1,1,0,0,2,0,0,9,4,225.00
DA Warner,R Vinay Kumar,0,0,0,0,0,0,1,0,1,0.00
V Sehwag,R Rampaul,7,3,0,1,0,0,0,6,11,54.54
V Sehwag,RP Singh,0,1,0,0,1,0,0,5,2,250.00
V Sehwag,JD Unadkat,2,1,0,0,3,0,0,13,6,216.66
V Sehwag,R Vinay Kumar,2,1,0,0,0,0,0,1,3,33.33
V Sehwag,AB McDonald,0,0,0,0,0,0,1,0,1,0.00
MC Juneja,JD Unadkat,0,2,0,0,0,0,1,2,3,66.66
MC Juneja,R Vinay Kumar,2,1,0,0,0,0,0,1,3,33.33
MC Juneja,AB McDonald,1,3,0,0,2,0,0,11,6,183.33
MC Juneja,J Syed Mohammad,1,3,0,0,0,0,0,3,4,75.00
DPMD Jayawardene,RP Singh,0,2,0,0,1,0,0,6,3,200.00
DPMD Jayawardene,JD Unadkat,6,3,1,0,0,0,0,5,10,50.00
DPMD Jayawardene,R Vinay Kumar,5,2,3,0,0,0,0,8,10,80.00
DPMD Jayawardene,AB McDonald,2,2,0,0,1,0,0,6,5,120.00
DPMD Jayawardene,J Syed Mohammad,0,3,0,0,0,0,0,3,3,100.00
BJ Rohrer,RP Singh,2,2,0,0,1,0,0,6,5,120.00
BJ Rohrer,JD Unadkat,2,1,0,0,0,0,1,1,4,25.00
BJ Rohrer,J Syed Mohammad,2,1,1,0,1,0,0,7,5,140.00
KM Jadhav,R Rampaul,0,1,1,0,0,1,0,9,3,300.00
KM Jadhav,RP Singh,0,2,3,0,0,0,0,8,5,160.00
KM Jadhav,JD Unadkat,0,1,0,0,0,0,0,1,1,100.00
KM Jadhav,R Vinay Kumar,2,3,0,0,2,0,0,11,7,157.14
IK Pathan,R Rampaul,0,2,0,0,1,0,0,6,3,200.00
IK Pathan,RP Singh,1,1,1,0,1,1,0,13,5,260.00
CH Gayle,A Nehra,0,1,0,0,0,0,0,1,1,100.00
CH Gayle,M Morkel,5,0,0,0,0,2,1,12,8,150.00
KL Rahul,A Nehra,6,1,1,0,2,0,1,11,11,100.00
KL Rahul,M Morkel,0,1,0,0,0,0,0,1,1,100.00
V Kohli,A Nehra,4,3,0,0,2,0,0,11,9,122.22
V Kohli,M Morkel,1,3,1,1,0,0,0,8,6,133.33
V Kohli,IK Pathan,2,4,1,0,2,0,0,14,9,155.55
V Kohli,UT Yadav,3,5,1,0,1,0,1,11,11,100.00
V Kohli,S Nadeem,7,3,2,0,2,1,0,21,15,140.00
AB de Villiers,A Nehra,1,1,0,0,0,1,0,7,3,233.33
AB de Villiers,M Morkel,2,2,0,0,1,0,0,6,5,120.00
AB de Villiers,IK Pathan,2,3,2,0,2,0,0,15,9,166.66
AB de Villiers,UT Yadav,4,3,2,0,0,0,0,7,9,77.77
AB de Villiers,S Nadeem,2,4,0,0,0,0,0,4,6,66.66
AB McDonald,S Nadeem,1,0,0,0,0,0,1,0,2,0.00
KB Arun Karthik,M Morkel,1,2,1,0,0,0,0,4,4,100.00
KB Arun Karthik,S Nadeem,0,1,0,0,0,0,0,1,1,100.00
J Syed Mohammad,UT Yadav,0,1,0,0,0,0,1,1,2,50.00
R Vinay Kumar,IK Pathan,0,1,0,0,0,0,0,1,1,100.00
R Rampaul,IK Pathan,2,1,1,0,0,1,0,9,5,180.00
R Rampaul,UT Yadav,0,1,1,0,0,0,0,3,2,150.00
