Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
ST Jayasuriya,I Sharma,2,1,0,0,0,0,0,1,3,33.33
ST Jayasuriya,AB Dinda,1,0,0,1,1,0,0,7,3,233.33
ST Jayasuriya,SC Ganguly,2,0,1,0,0,2,0,14,5,280.00
ST Jayasuriya,BAW Mendis,0,3,1,0,0,1,0,11,5,220.00
ST Jayasuriya,CH Gayle,0,2,0,0,0,1,0,8,3,266.66
ST Jayasuriya,BJ Hodge,2,4,1,0,0,0,0,6,7,85.71
ST Jayasuriya,LR Shukla,3,1,0,0,1,0,1,5,6,83.33
SR Tendulkar,I Sharma,11,1,0,1,1,1,0,14,15,93.33
SR Tendulkar,AB Dinda,4,2,0,0,2,1,0,16,9,177.77
SR Tendulkar,SC Ganguly,0,1,0,0,0,0,0,1,1,100.00
SR Tendulkar,BAW Mendis,1,3,1,0,0,2,0,17,7,242.85
SR Tendulkar,CH Gayle,0,2,0,0,1,0,0,6,3,200.00
SR Tendulkar,BJ Hodge,1,4,0,0,1,0,0,8,6,133.33
SR Tendulkar,LR Shukla,0,2,0,0,1,0,1,6,4,150.00
Harbhajan Singh,BJ Hodge,0,0,1,0,0,2,1,14,4,350.00
Harbhajan Singh,LR Shukla,3,0,0,0,1,0,0,4,4,100.00
JP Duminy,BAW Mendis,0,3,0,0,0,0,0,3,3,100.00
JP Duminy,CH Gayle,0,1,2,1,0,0,0,8,4,200.00
JP Duminy,BJ Hodge,0,1,0,0,0,0,0,1,1,100.00
JP Duminy,LR Shukla,3,2,0,0,1,0,0,6,6,100.00
AM Nayar,BAW Mendis,1,0,0,0,0,0,0,0,1,0.00
AM Nayar,LR Shukla,0,1,1,0,0,0,0,3,2,150.00
DJ Bravo,BAW Mendis,1,2,0,0,0,0,0,2,3,66.66
DJ Bravo,LR Shukla,0,1,0,0,0,0,1,1,2,50.00
S Dhawan,I Sharma,2,0,1,0,1,0,1,6,5,120.00
S Dhawan,BAW Mendis,1,2,2,0,0,0,0,6,5,120.00
SS Tiwary,I Sharma,0,0,1,0,0,0,0,2,1,200.00
SS Tiwary,CH Gayle,0,2,0,0,0,0,0,2,2,100.00
BB McCullum,Z Khan,1,1,0,0,0,0,0,1,2,50.00
BB McCullum,SL Malinga,3,0,0,0,0,0,1,0,4,0.00
CH Gayle,Z Khan,2,1,1,0,0,0,0,3,4,75.00
CH Gayle,SL Malinga,1,2,0,0,0,0,0,2,3,66.66
CH Gayle,DJ Bravo,1,1,0,0,0,1,1,7,4,175.00
BJ Hodge,Z Khan,2,1,1,0,0,0,0,3,4,75.00
BJ Hodge,SL Malinga,3,1,0,0,1,0,0,5,5,100.00
BJ Hodge,DJ Bravo,1,1,0,0,1,0,0,5,3,166.66
BJ Hodge,Harbhajan Singh,0,3,0,0,0,0,0,3,3,100.00
BJ Hodge,AM Nayar,0,2,0,0,1,0,1,6,4,150.00
BJ Hodge,SR Tendulkar,1,2,0,0,0,0,0,2,3,66.66
SC Ganguly,Z Khan,2,0,0,0,0,0,0,0,2,0.00
SC Ganguly,SL Malinga,0,1,0,0,0,0,0,1,1,100.00
SC Ganguly,DJ Bravo,2,1,0,0,1,1,0,11,5,220.00
SC Ganguly,Harbhajan Singh,4,2,1,0,2,0,0,12,9,133.33
SC Ganguly,AM Nayar,2,4,0,0,0,0,1,4,7,57.14
SC Ganguly,SR Tendulkar,0,6,0,0,0,0,0,6,6,100.00
Yashpal Singh,DJ Bravo,0,0,1,0,0,0,1,2,2,100.00
Yashpal Singh,AM Nayar,0,3,0,0,0,0,0,3,3,100.00
Yashpal Singh,SR Tendulkar,0,3,0,0,0,0,0,3,3,100.00
AN Ghosh,AM Nayar,0,0,0,0,0,0,1,0,1,0.00
LR Shukla,Z Khan,2,0,1,0,0,0,1,2,4,50.00
LR Shukla,DJ Bravo,2,0,0,0,1,0,0,4,3,133.33
LR Shukla,AM Nayar,3,0,0,0,0,0,0,0,3,0.00
I Sharma,Z Khan,0,1,0,0,1,0,0,5,2,250.00
I Sharma,DJ Bravo,0,1,0,0,0,0,0,1,1,100.00
BAW Mendis,SL Malinga,0,0,0,0,0,0,1,0,1,0.00
AB Dinda,SL Malinga,0,0,0,0,0,0,1,0,1,0.00
