Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
M Vijay,Sunny Gupta,0,5,0,0,3,1,0,23,9,255.55
M Vijay,UT Yadav,1,6,0,0,1,0,0,10,8,125.00
M Vijay,AD Russell,5,4,1,0,3,0,0,18,13,138.46
M Vijay,VR Aaron,3,0,1,0,6,0,0,26,10,260.00
M Vijay,P Negi,3,7,1,0,0,1,0,15,12,125.00
M Vijay,V Sehwag,1,1,0,0,2,2,0,21,6,350.00
MEK Hussey,Sunny Gupta,0,4,0,0,1,0,0,8,5,160.00
MEK Hussey,UT Yadav,5,3,0,0,1,0,0,7,9,77.77
MEK Hussey,AD Russell,4,1,0,1,0,0,0,4,6,66.66
MEK Hussey,VR Aaron,0,0,0,0,0,0,1,0,1,0.00
MEK Hussey,P Negi,0,1,0,0,0,0,0,1,1,100.00
SK Raina,AD Russell,0,2,0,0,1,0,0,6,3,200.00
SK Raina,VR Aaron,2,1,0,0,1,0,0,5,4,125.00
SK Raina,P Negi,2,4,1,0,1,1,1,16,10,160.00
MS Dhoni,Sunny Gupta,0,2,0,0,0,2,0,14,4,350.00
MS Dhoni,AD Russell,0,2,0,0,0,0,0,2,2,100.00
MS Dhoni,VR Aaron,0,0,1,0,1,0,1,6,3,200.00
MS Dhoni,P Negi,0,1,0,0,0,0,0,1,1,100.00
JA Morkel,UT Yadav,0,0,0,0,0,0,1,0,1,0.00
DJ Bravo,UT Yadav,0,4,1,0,1,0,0,10,6,166.66
DJ Bravo,VR Aaron,0,1,1,0,2,2,0,23,6,383.33
DPMD Jayawardene,BW Hilfenhaus,3,3,0,0,2,0,0,11,8,137.50
DPMD Jayawardene,JA Morkel,1,5,0,0,2,1,0,19,9,211.11
DPMD Jayawardene,SB Jakati,0,4,0,0,0,0,0,4,4,100.00
DPMD Jayawardene,R Ashwin,1,2,3,0,0,1,1,14,8,175.00
DPMD Jayawardene,DJ Bravo,3,5,1,0,0,0,0,7,9,77.77
DA Warner,BW Hilfenhaus,3,1,0,0,0,0,1,1,5,20.00
DA Warner,JA Morkel,0,2,0,0,0,0,0,2,2,100.00
V Sehwag,BW Hilfenhaus,2,1,0,0,0,0,0,1,3,33.33
V Sehwag,JA Morkel,2,0,0,0,0,0,1,0,3,0.00
LRPL Taylor,BW Hilfenhaus,0,2,0,0,0,0,0,2,2,100.00
LRPL Taylor,JA Morkel,0,3,0,0,1,0,0,7,4,175.00
LRPL Taylor,SB Jakati,1,1,1,0,0,2,0,15,5,300.00
LRPL Taylor,R Ashwin,2,0,0,0,0,0,0,0,2,0.00
LRPL Taylor,DJ Bravo,0,0,0,0,0,0,1,0,1,0.00
AD Russell,SB Jakati,0,2,1,0,0,0,0,4,3,133.33
AD Russell,R Ashwin,1,0,0,0,0,0,1,0,2,0.00
AD Russell,DJ Bravo,1,2,1,0,2,0,0,12,6,200.00
NV Ojha,SB Jakati,0,0,0,0,0,1,1,6,2,300.00
NV Ojha,R Ashwin,1,0,0,0,0,0,0,0,1,0.00
NV Ojha,DJ Bravo,1,1,0,0,0,0,0,1,2,50.00
Y Venugopal Rao,SB Jakati,2,1,1,0,0,0,0,3,4,75.00
Y Venugopal Rao,R Ashwin,1,1,0,0,0,1,0,7,3,233.33
P Negi,SB Jakati,2,1,0,0,0,1,0,7,4,175.00
P Negi,R Ashwin,1,1,0,0,0,0,0,1,2,50.00
Sunny Gupta,SB Jakati,0,0,0,0,0,0,1,0,1,0.00
UT Yadav,SB Jakati,0,1,0,0,0,0,0,1,1,100.00
UT Yadav,R Ashwin,2,0,0,0,0,0,1,0,3,0.00
VR Aaron,R Ashwin,2,0,0,0,0,0,0,0,2,0.00
