Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
PA Patel,BJ Hodge,3,2,0,0,0,0,0,2,5,40.00
PA Patel,JP Faulkner,0,0,0,0,0,0,1,0,1,0.00
S Dhawan,BJ Hodge,0,1,0,0,0,0,0,1,1,100.00
S Dhawan,JP Faulkner,1,0,0,0,0,0,1,0,2,0.00
GH Vihari,JP Faulkner,3,1,0,0,0,0,0,1,4,25.00
GH Vihari,SR Watson,4,3,0,0,0,0,0,3,7,42.85
GH Vihari,PV Tambe,3,3,1,0,0,0,0,5,7,71.42
GH Vihari,STR Binny,0,1,1,0,0,0,0,3,2,150.00
GH Vihari,SK Trivedi,2,1,2,0,0,0,1,5,6,83.33
GH Vihari,KK Cooper,0,2,0,0,0,0,0,2,2,100.00
CL White,SR Watson,0,0,0,0,0,0,1,0,1,0.00
BB Samantray,JP Faulkner,5,2,0,0,0,0,1,2,8,25.00
BB Samantray,SR Watson,2,4,0,0,1,0,0,8,7,114.28
BB Samantray,PV Tambe,2,2,0,0,2,0,0,10,6,166.66
BB Samantray,STR Binny,2,0,1,0,1,0,0,6,4,150.00
BB Samantray,SK Trivedi,4,5,2,0,0,0,0,9,11,81.81
BB Samantray,KK Cooper,2,4,1,0,2,1,0,20,10,200.00
DJG Sammy,JP Faulkner,0,0,0,0,0,0,1,0,1,0.00
DJG Sammy,SR Watson,0,2,0,0,0,1,0,8,3,266.66
DJG Sammy,PV Tambe,3,2,0,0,0,0,0,2,5,40.00
DJG Sammy,SK Trivedi,2,4,1,0,0,0,0,6,7,85.71
DJG Sammy,KK Cooper,0,1,1,0,1,0,0,7,3,233.33
NLTC Perera,JP Faulkner,0,3,4,0,0,0,0,11,7,157.14
NLTC Perera,KK Cooper,1,4,1,0,0,0,0,6,6,100.00
DW Steyn,JP Faulkner,0,0,0,0,0,0,1,0,1,0.00
KV Sharma,KK Cooper,1,0,2,0,0,0,0,4,3,133.33
R Dravid,DW Steyn,2,2,0,0,0,0,0,2,4,50.00
R Dravid,I Sharma,8,1,1,0,1,1,0,13,12,108.33
R Dravid,KV Sharma,1,1,0,0,1,0,0,5,3,166.66
R Dravid,DJG Sammy,0,1,1,0,0,0,0,3,2,150.00
R Dravid,A Mishra,2,0,1,0,0,0,0,2,3,66.66
AM Rahane,DW Steyn,6,2,0,0,0,0,0,2,8,25.00
AM Rahane,I Sharma,5,1,0,0,0,0,0,1,6,16.66
AM Rahane,KV Sharma,0,2,0,0,0,1,1,8,4,200.00
AM Rahane,DJG Sammy,3,1,0,0,0,0,0,1,4,25.00
AM Rahane,A Mishra,3,0,0,0,0,0,0,0,3,0.00
SR Watson,I Sharma,0,3,0,0,0,0,0,3,3,100.00
SR Watson,KV Sharma,2,2,0,0,0,0,0,2,4,50.00
SR Watson,A Mishra,5,2,0,0,0,0,0,2,7,28.57
SR Watson,NLTC Perera,2,2,1,0,0,0,1,4,6,66.66
SV Samson,KV Sharma,0,1,0,0,0,0,0,1,1,100.00
SV Samson,A Mishra,1,2,0,0,0,0,1,2,4,50.00
SV Samson,NLTC Perera,0,2,0,0,0,0,0,2,2,100.00
STR Binny,I Sharma,0,3,0,0,0,0,0,3,3,100.00
STR Binny,A Mishra,1,0,0,0,0,0,0,0,1,0.00
STR Binny,NLTC Perera,1,1,0,0,1,0,1,5,4,125.00
BJ Hodge,DW Steyn,0,0,0,0,0,0,1,0,1,0.00
BJ Hodge,KV Sharma,1,4,0,0,1,0,0,8,6,133.33
Sachin Baby,KV Sharma,1,1,0,0,0,0,0,1,2,50.00
Sachin Baby,A Mishra,3,0,1,0,0,0,1,2,5,40.00
JP Faulkner,KV Sharma,0,0,0,0,0,1,1,6,2,300.00
JP Faulkner,A Mishra,1,0,0,0,0,0,0,0,1,0.00
KK Cooper,DW Steyn,0,1,1,0,2,0,1,11,5,220.00
KK Cooper,KV Sharma,1,0,1,0,0,0,0,2,2,100.00
KK Cooper,NLTC Perera,1,1,1,0,1,1,0,13,5,260.00
PV Tambe,DW Steyn,3,2,0,0,0,0,0,2,5,40.00
PV Tambe,NLTC Perera,0,1,0,0,0,0,0,1,1,100.00
SK Trivedi,DW Steyn,1,0,0,0,0,0,0,0,1,0.00
