Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
MK Pandey,JA Morkel,1,2,0,0,0,0,0,2,3,66.66
MK Pandey,S Tyagi,9,5,1,0,2,0,0,15,17,88.23
MK Pandey,L Balaji,1,1,0,0,0,0,0,1,2,50.00
MK Pandey,M Muralitharan,3,2,0,0,0,0,1,2,6,33.33
JH Kallis,JA Morkel,6,1,0,0,2,0,0,9,9,100.00
JH Kallis,S Tyagi,1,2,0,0,0,0,0,2,3,66.66
JH Kallis,L Balaji,2,0,0,0,2,0,1,8,5,160.00
R Dravid,S Tyagi,1,1,0,0,0,0,0,1,2,50.00
R Dravid,L Balaji,3,1,0,0,2,0,0,9,6,150.00
R Dravid,M Muralitharan,1,0,0,0,1,0,1,4,3,133.33
RV Uthappa,JA Morkel,1,3,0,0,0,1,0,9,5,180.00
RV Uthappa,S Tyagi,2,0,0,0,0,0,0,0,2,0.00
RV Uthappa,L Balaji,2,2,1,0,1,3,0,26,9,288.88
RV Uthappa,M Muralitharan,5,0,2,0,1,0,0,8,8,100.00
RV Uthappa,R Ashwin,3,7,1,0,1,2,0,25,14,178.57
V Kohli,JA Morkel,1,1,1,0,1,0,0,7,4,175.00
V Kohli,L Balaji,0,2,0,0,0,0,0,2,2,100.00
V Kohli,M Muralitharan,2,0,0,0,1,1,1,10,5,200.00
V Kohli,R Ashwin,0,5,0,0,0,0,0,5,5,100.00
EJG Morgan,JA Morkel,0,1,0,0,0,0,1,1,2,50.00
EJG Morgan,M Muralitharan,2,0,0,0,0,0,0,0,2,0.00
MV Boucher,JA Morkel,1,0,0,0,0,0,0,0,1,0.00
MV Boucher,L Balaji,0,1,0,0,0,0,0,1,1,100.00
MV Boucher,R Ashwin,0,4,0,0,0,1,0,10,5,200.00
PA Patel,P Kumar,1,1,0,0,0,0,1,1,3,33.33
ML Hayden,P Kumar,4,1,1,0,1,0,0,7,7,100.00
ML Hayden,DW Steyn,4,1,1,0,1,0,0,7,7,100.00
ML Hayden,A Kumble,2,4,0,0,0,0,0,4,6,66.66
ML Hayden,JH Kallis,3,2,0,0,3,0,0,14,8,175.00
GJ Bailey,P Kumar,1,1,0,0,0,0,0,1,2,50.00
GJ Bailey,DW Steyn,4,1,0,0,0,0,0,1,5,20.00
GJ Bailey,A Kumble,8,4,0,0,0,0,0,4,12,33.33
GJ Bailey,JH Kallis,1,2,0,0,1,0,0,6,4,150.00
GJ Bailey,R Vinay Kumar,1,0,1,0,1,0,1,6,4,150.00
SK Raina,JH Kallis,1,2,0,0,0,0,0,2,3,66.66
SK Raina,R Vinay Kumar,1,1,0,0,0,1,1,7,4,175.00
M Vijay,A Kumble,1,0,0,0,0,0,1,0,2,0.00
M Vijay,JH Kallis,2,1,0,0,0,0,0,1,3,33.33
M Vijay,R Vinay Kumar,0,2,0,0,0,0,0,2,2,100.00
S Badrinath,DW Steyn,2,0,0,0,2,0,0,8,4,200.00
S Badrinath,A Kumble,0,2,0,0,1,0,0,6,3,200.00
S Badrinath,JH Kallis,1,1,0,0,1,0,0,5,3,166.66
S Badrinath,R Vinay Kumar,2,2,0,0,1,1,1,12,7,171.42
JA Morkel,P Kumar,3,3,0,0,1,0,0,7,7,100.00
JA Morkel,DW Steyn,2,3,0,0,0,0,0,3,5,60.00
JA Morkel,A Kumble,0,1,0,0,0,0,0,1,1,100.00
JA Morkel,JH Kallis,2,1,0,0,0,0,0,1,3,33.33
JA Morkel,R Vinay Kumar,0,1,0,0,0,1,1,7,3,233.33
R Ashwin,P Kumar,2,3,0,0,0,0,0,3,5,60.00
R Ashwin,DW Steyn,0,3,0,0,0,0,0,3,3,100.00
R Ashwin,R Vinay Kumar,0,1,0,0,1,0,0,5,2,250.00
L Balaji,R Vinay Kumar,2,0,0,0,0,0,0,0,2,0.00
