Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
S Sohal,AB Dinda,4,4,0,0,2,0,0,12,10,120.00
S Sohal,IK Pathan,3,2,0,0,3,0,0,14,8,175.00
S Sohal,M Morkel,2,4,1,0,1,1,0,16,9,177.77
S Sohal,JR Hopes,0,3,0,0,2,0,0,11,5,220.00
S Sohal,S Nadeem,1,3,1,0,0,0,1,5,6,83.33
S Sohal,Y Nagar,0,2,1,0,0,0,0,4,3,133.33
S Dhawan,AB Dinda,1,0,0,0,2,0,0,8,3,266.66
S Dhawan,IK Pathan,1,0,0,0,0,0,1,0,2,0.00
KC Sangakkara,AB Dinda,1,3,0,0,0,0,1,3,5,60.00
KC Sangakkara,IK Pathan,5,1,0,0,2,0,0,9,8,112.50
KC Sangakkara,M Morkel,4,2,0,0,1,0,0,6,7,85.71
KC Sangakkara,JR Hopes,3,3,0,0,1,0,0,7,7,100.00
KC Sangakkara,S Nadeem,1,1,0,0,2,1,0,15,5,300.00
KC Sangakkara,Y Nagar,0,1,0,0,2,0,0,9,3,300.00
CL White,AB Dinda,1,2,0,0,1,0,0,6,4,150.00
CL White,IK Pathan,0,2,0,0,0,0,0,2,2,100.00
CL White,M Morkel,2,3,0,0,1,0,0,7,6,116.66
CL White,JR Hopes,0,4,1,0,0,1,0,12,6,200.00
CL White,S Nadeem,3,4,0,0,0,0,0,4,7,57.14
DT Christian,IK Pathan,2,2,0,0,0,0,0,2,4,50.00
DT Christian,M Morkel,1,1,0,0,0,0,0,1,2,50.00
DT Christian,JR Hopes,1,1,2,0,0,0,1,5,5,100.00
B Chipli,AB Dinda,0,1,0,1,0,0,0,4,2,200.00
B Chipli,JR Hopes,0,1,0,0,0,0,0,1,1,100.00
DA Warner,DW Steyn,11,3,0,0,2,0,0,11,16,68.75
DA Warner,DT Christian,1,3,1,0,2,0,0,13,7,185.71
DA Warner,Harmeet Singh,4,5,1,0,1,0,0,11,11,100.00
DA Warner,PP Ojha,2,3,1,0,0,1,0,11,7,157.14
DA Warner,A Mishra,1,3,1,0,0,0,0,5,5,100.00
DA Warner,S Dhawan,1,0,0,0,0,0,1,0,2,0.00
V Sehwag,DT Christian,1,0,0,0,3,0,0,12,4,300.00
V Sehwag,Harmeet Singh,2,0,0,0,0,0,1,0,3,0.00
NV Ojha,DT Christian,1,0,1,0,0,0,1,2,3,66.66
NV Ojha,Harmeet Singh,1,0,0,0,0,0,0,0,1,0.00
AJ Finch,Harmeet Singh,0,0,0,0,0,0,1,0,1,0.00
Y Venugopal Rao,DW Steyn,1,1,0,0,0,0,0,1,2,50.00
Y Venugopal Rao,DT Christian,2,2,0,0,0,0,0,2,4,50.00
Y Venugopal Rao,Harmeet Singh,3,0,1,0,2,0,0,10,6,166.66
Y Venugopal Rao,PP Ojha,3,2,0,0,0,0,0,2,5,40.00
Y Venugopal Rao,A Mishra,2,2,0,0,1,0,1,6,6,100.00
IK Pathan,Harmeet Singh,1,1,0,0,0,0,0,1,2,50.00
IK Pathan,PP Ojha,0,0,0,0,0,0,1,0,1,0.00
IK Pathan,A Mishra,0,4,0,0,0,0,0,4,4,100.00
IK Pathan,S Dhawan,2,0,0,0,0,0,0,0,2,0.00
JR Hopes,DW Steyn,0,3,0,0,0,0,0,3,3,100.00
JR Hopes,DT Christian,1,1,0,0,0,0,0,1,2,50.00
JR Hopes,PP Ojha,0,2,0,0,0,0,0,2,2,100.00
JR Hopes,A Mishra,1,4,0,0,0,0,0,4,5,80.00
JR Hopes,S Dhawan,0,1,0,0,0,1,0,7,2,350.00
Y Nagar,DW Steyn,0,2,0,0,0,1,0,8,3,266.66
Y Nagar,DT Christian,0,0,0,0,0,0,1,0,1,0.00
Y Nagar,PP Ojha,0,2,0,0,1,0,0,6,3,200.00
Y Nagar,A Mishra,1,1,1,0,0,1,0,9,4,225.00
M Morkel,DT Christian,1,0,1,0,0,1,0,8,3,266.66
