Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
SR Watson,SE Bond,3,2,0,0,2,0,0,10,7,142.85
SR Watson,AB Dinda,0,2,0,0,0,0,0,2,2,100.00
SR Watson,M Kartik,4,2,0,0,4,0,0,18,10,180.00
SR Watson,JD Unadkat,1,1,1,0,1,1,0,13,5,260.00
SR Watson,LR Shukla,0,1,0,0,0,0,1,1,2,50.00
NV Ojha,SE Bond,3,2,0,0,0,0,0,2,5,40.00
NV Ojha,AB Dinda,6,2,0,0,2,0,0,10,10,100.00
NV Ojha,M Kartik,1,1,0,0,0,0,0,1,2,50.00
NV Ojha,JD Unadkat,1,1,0,0,1,0,1,5,4,125.00
NV Ojha,LR Shukla,1,0,0,0,0,0,0,0,1,0.00
YK Pathan,JD Unadkat,0,1,0,0,0,0,1,1,2,50.00
YK Pathan,LR Shukla,3,3,0,0,1,0,0,7,7,100.00
AJ Finch,SE Bond,1,0,0,0,0,0,1,0,2,0.00
AJ Finch,AB Dinda,0,3,0,0,0,0,0,3,3,100.00
AJ Finch,M Kartik,2,2,0,0,0,0,0,2,4,50.00
AJ Finch,JD Unadkat,2,3,0,0,0,0,0,3,5,60.00
AJ Finch,LR Shukla,1,3,2,0,0,1,0,13,7,185.71
AC Voges,AB Dinda,0,1,0,0,0,0,1,1,2,50.00
AC Voges,M Kartik,0,1,0,0,1,0,0,5,2,250.00
AC Voges,JD Unadkat,1,1,0,0,0,0,0,1,2,50.00
AC Voges,LR Shukla,0,1,0,0,0,0,0,1,1,100.00
AS Raut,AB Dinda,0,1,0,0,0,0,0,1,1,100.00
AS Raut,JD Unadkat,1,1,0,0,0,0,1,1,3,33.33
P Dogra,SE Bond,4,0,0,0,0,0,0,0,4,0.00
P Dogra,M Kartik,0,1,0,0,0,0,1,1,2,50.00
P Dogra,JD Unadkat,1,2,0,0,0,0,0,2,3,66.66
P Dogra,LR Shukla,0,2,0,1,0,0,0,5,3,166.66
FY Fazal,SE Bond,1,2,0,0,1,0,0,6,4,150.00
FY Fazal,AB Dinda,2,1,0,0,0,0,0,1,3,33.33
FY Fazal,M Kartik,0,3,0,0,0,0,0,3,3,100.00
FY Fazal,LR Shukla,0,3,0,0,0,0,0,3,3,100.00
SK Warne,SE Bond,2,0,0,0,0,0,0,0,2,0.00
SK Warne,AB Dinda,0,0,1,0,0,0,0,2,1,200.00
SK Warne,M Kartik,0,1,0,0,0,0,0,1,1,100.00
SK Trivedi,AB Dinda,0,0,0,0,1,0,1,4,2,200.00
SC Ganguly,YK Pathan,4,4,0,0,4,0,0,20,12,166.66
SC Ganguly,SR Watson,7,0,0,0,2,0,0,8,9,88.88
SC Ganguly,Kamran Khan,0,1,0,0,1,0,0,5,2,250.00
SC Ganguly,SK Trivedi,2,3,0,0,2,0,0,11,7,157.14
SC Ganguly,SK Warne,5,4,1,0,1,0,0,10,11,90.90
SC Ganguly,AJ Finch,1,1,0,0,0,0,0,1,2,50.00
SC Ganguly,AC Voges,0,1,0,0,0,1,0,7,2,350.00
SC Ganguly,FY Fazal,1,1,1,0,1,1,0,13,5,260.00
BB McCullum,YK Pathan,0,1,0,0,0,0,0,1,1,100.00
BB McCullum,SR Watson,1,1,0,0,1,0,0,5,3,166.66
BB McCullum,Kamran Khan,2,0,0,0,0,0,1,0,3,0.00
CH Gayle,Kamran Khan,1,0,0,0,0,0,1,0,2,0.00
CA Pujara,YK Pathan,0,4,0,0,1,0,0,8,5,160.00
CA Pujara,SR Watson,5,0,0,0,1,0,0,4,6,66.66
CA Pujara,Kamran Khan,2,2,0,0,1,0,0,6,5,120.00
CA Pujara,SK Trivedi,3,1,0,0,1,0,0,5,5,100.00
CA Pujara,SK Warne,1,5,0,0,1,0,0,9,7,128.57
CA Pujara,AJ Finch,2,2,1,0,0,0,0,4,5,80.00
CA Pujara,AC Voges,1,2,0,0,0,1,0,8,4,200.00
CA Pujara,FY Fazal,0,1,0,0,0,0,0,1,1,100.00
