Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
RS Bopara,P Kumar,2,3,0,0,4,1,1,25,11,227.27
RS Bopara,DW Steyn,2,4,1,1,1,0,0,13,9,144.44
RS Bopara,JH Kallis,1,4,0,0,1,0,0,8,6,133.33
RS Bopara,A Kumble,5,4,0,0,1,1,0,14,11,127.27
RS Bopara,R Vinay Kumar,3,3,0,0,1,0,0,7,7,100.00
RS Bopara,V Kohli,0,4,1,0,1,0,0,10,6,166.66
MS Bisla,P Kumar,6,1,0,0,1,0,0,5,8,62.50
MS Bisla,DW Steyn,5,2,0,1,2,0,0,13,10,130.00
MS Bisla,JH Kallis,6,1,0,0,2,2,1,21,12,175.00
MS Bisla,A Kumble,2,5,1,0,0,1,0,13,9,144.44
MS Bisla,R Vinay Kumar,0,3,1,0,0,1,0,11,5,220.00
MS Bisla,V Kohli,2,2,1,0,2,0,0,12,7,171.42
Yuvraj Singh,DW Steyn,0,1,1,0,1,0,1,7,4,175.00
Yuvraj Singh,JH Kallis,0,2,0,0,0,0,0,2,2,100.00
DPMD Jayawardene,P Kumar,1,2,0,0,1,0,0,6,4,150.00
DPMD Jayawardene,DW Steyn,0,1,0,0,0,0,0,1,1,100.00
DPMD Jayawardene,JH Kallis,1,1,1,0,1,0,0,7,4,175.00
DPMD Jayawardene,A Kumble,0,2,0,0,1,1,0,12,4,300.00
IK Pathan,P Kumar,0,0,0,1,0,0,0,3,1,300.00
MK Pandey,IK Pathan,5,3,0,0,2,2,0,23,12,191.66
MK Pandey,S Sreesanth,1,3,0,0,0,0,0,3,4,75.00
MK Pandey,YA Abdulla,1,1,0,0,0,0,0,1,2,50.00
MK Pandey,PP Chawla,0,2,1,0,0,0,1,4,4,100.00
MK Pandey,Yuvraj Singh,2,1,0,0,0,1,0,7,4,175.00
JH Kallis,IK Pathan,2,2,0,0,2,0,0,10,6,166.66
JH Kallis,S Sreesanth,6,2,0,0,1,0,0,6,9,66.66
JH Kallis,YA Abdulla,2,3,0,0,2,1,0,17,8,212.50
JH Kallis,PP Chawla,4,4,1,0,0,0,0,6,9,66.66
JH Kallis,Yuvraj Singh,2,2,1,0,0,1,0,10,6,166.66
JH Kallis,Bipul Sharma,2,2,2,0,2,3,0,32,11,290.90
JH Kallis,RS Bopara,2,2,1,0,1,0,0,8,6,133.33
RV Uthappa,S Sreesanth,0,1,1,0,1,3,0,25,6,416.66
RV Uthappa,YA Abdulla,0,2,0,0,1,1,0,12,4,300.00
RV Uthappa,PP Chawla,1,2,0,0,2,0,0,10,5,200.00
RV Uthappa,Yuvraj Singh,1,1,0,0,0,0,0,1,2,50.00
RV Uthappa,Bipul Sharma,1,1,1,0,0,0,1,3,4,75.00
V Kohli,YA Abdulla,1,1,0,0,1,0,0,5,3,166.66
V Kohli,Bipul Sharma,1,2,0,0,0,0,0,2,3,66.66
V Kohli,RS Bopara,2,3,0,0,0,1,0,9,6,150.00
