Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
M Vijay,A Symonds,1,1,0,0,0,0,0,1,2,50.00
M Vijay,RJ Harris,0,1,0,0,0,0,1,1,2,50.00
M Vijay,RP Singh,3,0,0,1,1,1,0,13,6,216.66
ML Hayden,A Symonds,3,0,0,0,1,0,0,4,4,100.00
ML Hayden,RJ Harris,3,0,0,0,1,0,1,4,5,80.00
SK Raina,A Symonds,0,1,0,0,0,0,1,1,2,50.00
SK Raina,RJ Harris,1,1,0,0,0,0,0,1,2,50.00
S Badrinath,A Symonds,7,2,0,0,1,0,0,6,10,60.00
S Badrinath,RJ Harris,3,3,0,0,0,0,0,3,6,50.00
S Badrinath,RP Singh,1,4,0,0,0,0,0,4,5,80.00
S Badrinath,PP Ojha,1,6,0,0,0,1,0,12,8,150.00
S Badrinath,Harmeet Singh,6,4,0,0,2,0,0,12,12,100.00
MS Dhoni,A Symonds,2,2,1,0,0,0,0,4,5,80.00
MS Dhoni,RP Singh,4,3,0,0,1,0,0,7,8,87.50
MS Dhoni,PP Ojha,4,6,1,0,1,0,0,12,12,100.00
MS Dhoni,Harmeet Singh,2,3,0,0,1,0,1,7,7,100.00
JA Morkel,PP Ojha,0,1,1,0,0,0,1,3,3,100.00
JA Morkel,Harmeet Singh,0,1,0,0,0,0,0,1,1,100.00
S Anirudha,A Symonds,0,1,0,0,0,0,0,1,1,100.00
S Anirudha,RJ Harris,0,2,1,0,1,1,1,14,6,233.33
S Anirudha,RP Singh,1,1,0,0,0,1,0,7,3,233.33
S Anirudha,PP Ojha,1,0,0,0,0,0,0,0,1,0.00
S Anirudha,Harmeet Singh,2,2,0,0,0,0,0,2,4,50.00
R Ashwin,RJ Harris,1,1,0,0,1,0,0,5,3,166.66
R Ashwin,RP Singh,1,1,0,0,0,0,0,1,2,50.00
AC Gilchrist,R Ashwin,8,3,0,0,0,1,0,9,12,75.00
AC Gilchrist,DE Bollinger,5,0,1,0,1,0,1,6,8,75.00
HH Gibbs,R Ashwin,4,2,0,0,0,0,0,2,6,33.33
HH Gibbs,DE Bollinger,4,1,0,0,0,0,0,1,5,20.00
HH Gibbs,M Muralitharan,4,1,1,1,0,0,0,6,7,85.71
HH Gibbs,JA Morkel,1,3,0,0,1,0,0,7,5,140.00
HH Gibbs,SB Jakati,1,0,1,0,0,0,1,2,3,66.66
TL Suman,DE Bollinger,2,0,0,0,1,0,1,4,4,100.00
RG Sharma,DE Bollinger,1,0,0,0,0,0,0,0,1,0.00
RG Sharma,M Muralitharan,1,2,0,0,0,0,0,2,3,66.66
RG Sharma,JA Morkel,0,0,0,0,0,0,1,0,1,0.00
A Symonds,R Ashwin,0,0,0,0,0,0,1,0,1,0.00
A Symonds,M Muralitharan,2,2,0,0,0,0,0,2,4,50.00
A Symonds,JA Morkel,5,3,0,0,1,0,0,7,9,77.77
A Symonds,SB Jakati,2,2,2,0,2,0,0,14,8,175.00
MD Mishra,JA Morkel,2,1,0,0,0,0,0,1,3,33.33
MD Mishra,SB Jakati,0,1,0,0,0,0,1,1,2,50.00
B Sumanth,R Ashwin,1,2,0,0,0,0,0,2,3,66.66
B Sumanth,DE Bollinger,2,1,0,0,0,0,1,1,4,25.00
B Sumanth,M Muralitharan,2,1,0,0,1,0,0,5,4,125.00
B Sumanth,SB Jakati,3,2,1,0,1,0,0,8,7,114.28
RJ Harris,R Ashwin,1,1,0,0,0,0,0,1,2,50.00
RJ Harris,DE Bollinger,0,1,0,0,0,0,1,1,2,50.00
RJ Harris,SB Jakati,0,1,1,0,1,1,0,13,4,325.00
Harmeet Singh,M Muralitharan,0,0,0,0,0,0,1,0,1,0.00
RP Singh,M Muralitharan,3,0,0,0,0,0,0,0,3,0.00
PP Ojha,M Muralitharan,1,1,0,0,0,0,0,1,2,50.00
PP Ojha,SK Raina,1,0,0,0,0,0,1,0,2,0.00
