Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
RT Ponting,IK Pathan,5,0,0,0,0,0,1,0,6,0.00
SR Tendulkar,A Nehra,0,1,0,0,0,0,0,1,1,100.00
KD Karthik,IK Pathan,1,3,1,0,2,0,0,13,7,185.71
KD Karthik,A Nehra,4,2,0,0,3,1,0,20,10,200.00
KD Karthik,M Morkel,6,1,0,0,2,0,1,9,10,90.00
KD Karthik,UT Yadav,1,1,1,0,3,0,0,15,6,250.00
KD Karthik,S Nadeem,2,5,0,0,2,1,0,19,10,190.00
KD Karthik,BMAJ Mendis,1,2,0,0,2,0,0,10,5,200.00
RG Sharma,IK Pathan,3,3,0,0,0,0,0,3,6,50.00
RG Sharma,A Nehra,0,4,1,0,0,3,0,24,8,300.00
RG Sharma,M Morkel,2,5,0,0,4,1,0,27,12,225.00
RG Sharma,UT Yadav,6,3,0,0,0,0,0,3,9,33.33
RG Sharma,S Nadeem,1,7,0,0,0,0,0,7,8,87.50
RG Sharma,BMAJ Mendis,2,4,0,0,0,1,0,10,7,142.85
KA Pollard,A Nehra,0,0,0,0,0,0,1,0,1,0.00
KA Pollard,M Morkel,0,2,0,0,1,0,0,6,3,200.00
KA Pollard,UT Yadav,1,1,0,0,0,1,0,7,3,233.33
AT Rayudu,IK Pathan,0,1,0,0,2,2,0,21,5,420.00
AT Rayudu,A Nehra,0,1,1,0,0,0,1,3,3,100.00
Harbhajan Singh,A Nehra,0,1,0,0,0,0,0,1,1,100.00
UBT Chand,Harbhajan Singh,0,0,0,0,0,0,1,0,1,0.00
DA Warner,Harbhajan Singh,3,5,0,0,0,1,0,11,9,122.22
DA Warner,SL Malinga,5,2,0,0,2,0,0,10,9,111.11
DA Warner,MG Johnson,1,0,1,0,2,1,1,16,6,266.66
DA Warner,PP Ojha,1,2,1,0,0,1,0,10,5,200.00
DA Warner,KA Pollard,2,4,0,0,1,1,0,14,8,175.00
DPMD Jayawardene,Harbhajan Singh,1,1,0,0,0,0,0,1,2,50.00
DPMD Jayawardene,MG Johnson,2,0,1,0,0,0,1,2,4,50.00
MC Juneja,Harbhajan Singh,1,5,0,0,1,0,0,9,7,128.57
MC Juneja,SL Malinga,5,3,0,0,1,0,0,7,9,77.77
MC Juneja,MG Johnson,2,2,1,0,3,0,0,16,8,200.00
MC Juneja,PP Ojha,3,5,1,0,1,0,0,11,10,110.00
MC Juneja,KA Pollard,0,6,0,0,0,0,0,6,6,100.00
BMAJ Mendis,KA Pollard,0,0,0,0,0,0,1,0,1,0.00
IK Pathan,Harbhajan Singh,2,2,1,0,0,0,0,4,5,80.00
IK Pathan,PP Ojha,0,2,1,0,0,0,1,4,4,100.00
IK Pathan,KA Pollard,1,2,0,0,0,0,0,2,3,66.66
KM Jadhav,SL Malinga,0,0,0,0,0,0,1,0,1,0.00
KM Jadhav,PP Ojha,0,1,0,0,0,0,0,1,1,100.00
S Nadeem,SL Malinga,0,1,0,0,0,0,0,1,1,100.00
S Nadeem,PP Ojha,0,1,0,0,0,0,1,1,2,50.00
M Morkel,SL Malinga,0,2,0,0,0,0,0,2,2,100.00
M Morkel,MG Johnson,0,1,0,0,3,0,0,13,4,325.00
M Morkel,PP Ojha,0,2,0,0,0,0,0,2,2,100.00
M Morkel,KA Pollard,0,0,0,0,0,1,0,6,1,600.00
A Nehra,SL Malinga,2,0,0,0,0,0,0,0,2,0.00
A Nehra,MG Johnson,1,1,0,0,0,0,0,1,2,50.00
A Nehra,KA Pollard,0,0,0,0,0,0,1,0,1,0.00
UT Yadav,KA Pollard,2,1,0,0,1,0,0,5,4,125.00
