Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
GC Smith,I Sharma,6,1,1,0,1,0,0,7,9,77.77
GC Smith,Anureet Singh,2,1,0,0,0,0,0,1,3,33.33
GC Smith,AB Agarkar,1,1,0,0,0,0,0,1,2,50.00
GC Smith,BAW Mendis,2,1,0,0,0,0,1,1,4,25.00
GC Smith,SC Ganguly,0,2,0,1,0,0,0,5,3,166.66
PC Valthaty,I Sharma,0,1,0,0,0,0,0,1,1,100.00
PC Valthaty,Anureet Singh,4,0,0,0,1,0,1,4,6,66.66
RJ Quiney,I Sharma,0,0,0,0,0,1,1,6,2,300.00
YK Pathan,I Sharma,3,0,0,0,2,1,0,14,6,233.33
YK Pathan,Anureet Singh,2,0,0,0,0,1,0,6,3,200.00
YK Pathan,AB Agarkar,1,0,0,0,3,0,0,12,4,300.00
YK Pathan,BAW Mendis,1,2,0,0,1,0,1,6,5,120.00
YK Pathan,SC Ganguly,0,2,1,0,0,0,0,4,3,133.33
RA Jadeja,I Sharma,0,0,0,0,0,0,1,0,1,0.00
RA Jadeja,BAW Mendis,1,6,1,0,0,0,0,8,8,100.00
RA Jadeja,SC Ganguly,1,3,2,0,0,0,0,7,6,116.66
RA Jadeja,CH Gayle,4,7,0,0,0,0,0,7,11,63.63
AD Mascarenhas,I Sharma,1,2,1,0,1,0,0,8,5,160.00
AD Mascarenhas,Anureet Singh,0,1,1,0,0,0,1,3,3,100.00
AD Mascarenhas,BAW Mendis,4,3,0,0,0,0,0,3,7,42.85
AD Mascarenhas,SC Ganguly,2,3,0,0,1,0,0,7,6,116.66
AD Mascarenhas,CH Gayle,1,6,0,0,0,0,0,6,7,85.71
AS Raut,Anureet Singh,4,1,1,0,1,2,0,19,9,211.11
AS Raut,CH Gayle,2,2,0,0,0,0,0,2,4,50.00
SK Warne,CH Gayle,0,2,0,0,0,0,0,2,2,100.00
CH Gayle,YK Pathan,8,4,1,0,1,1,0,16,15,106.66
CH Gayle,AD Mascarenhas,8,1,0,0,1,3,0,23,13,176.92
CH Gayle,SK Warne,2,2,0,0,0,0,1,2,5,40.00
BB McCullum,YK Pathan,3,1,0,0,0,0,0,1,4,25.00
BB McCullum,AD Mascarenhas,3,0,1,0,0,0,1,2,5,40.00
LR Shukla,YK Pathan,2,2,0,0,1,0,0,6,5,120.00
LR Shukla,SK Warne,1,3,1,0,0,0,0,5,5,100.00
LR Shukla,Kamran Khan,0,2,0,0,0,0,1,2,3,66.66
BJ Hodge,SK Warne,2,0,0,0,0,0,0,0,2,0.00
BJ Hodge,Kamran Khan,0,2,0,0,0,0,0,2,2,100.00
BJ Hodge,MM Patel,0,1,1,0,0,0,1,3,3,100.00
SC Ganguly,AD Mascarenhas,0,1,0,0,0,0,0,1,1,100.00
SC Ganguly,SK Warne,0,4,1,0,1,0,0,10,6,166.66
SC Ganguly,Kamran Khan,5,4,0,0,1,0,1,8,11,72.72
SC Ganguly,MM Patel,2,3,1,0,2,2,0,25,10,250.00
SC Ganguly,RA Jadeja,0,2,0,0,0,0,0,2,2,100.00
SB Bangar,Kamran Khan,4,1,0,0,0,0,1,1,6,16.66
SB Bangar,MM Patel,2,1,0,0,0,0,0,1,3,33.33
Yashpal Singh,AD Mascarenhas,3,1,1,0,0,0,0,3,5,60.00
Yashpal Singh,SK Warne,2,2,0,0,1,0,1,6,6,100.00
Yashpal Singh,MM Patel,0,2,0,0,1,0,0,6,3,200.00
Yashpal Singh,RA Jadeja,2,1,0,0,1,0,0,5,4,125.00
AB Agarkar,Kamran Khan,0,1,0,0,0,0,0,1,1,100.00
I Sharma,Kamran Khan,0,1,0,0,0,0,0,1,1,100.00
