Batsman,Bowler,0s,1s,2s,3s,4s,6s,Dismissal,Runs,Balls,SR
Salman Butt,M Ntini,5,3,0,0,2,0,0,11,10,110.00
Salman Butt,MS Gony,7,4,0,0,2,0,0,12,13,92.30
Salman Butt,M Muralitharan,3,4,2,0,3,1,0,26,13,200.00
Salman Butt,L Balaji,2,5,0,0,2,0,1,13,10,130.00
Salman Butt,JA Morkel,2,3,2,0,1,0,0,11,8,137.50
Mohammad Hafeez,M Ntini,2,1,0,0,1,0,1,5,5,100.00
Mohammad Hafeez,MS Gony,0,1,0,0,0,0,0,1,1,100.00
SC Ganguly,M Ntini,3,0,0,0,0,0,1,0,4,0.00
SC Ganguly,MS Gony,3,0,1,0,0,0,0,2,4,50.00
DB Das,M Ntini,0,0,0,0,0,0,1,0,1,0.00
DB Das,MS Gony,4,2,0,0,0,0,0,2,6,33.33
DB Das,M Muralitharan,6,3,0,0,0,2,0,15,11,136.36
DB Das,L Balaji,0,4,0,0,0,0,0,4,4,100.00
DB Das,JA Morkel,7,2,0,0,1,0,0,6,10,60.00
DJ Hussey,M Ntini,0,0,0,0,0,0,1,0,1,0.00
LR Shukla,M Ntini,3,0,0,0,1,0,0,4,4,100.00
LR Shukla,L Balaji,1,2,0,0,1,0,0,6,4,150.00
LR Shukla,JA Morkel,1,1,1,0,0,0,0,3,3,100.00
WP Saha,L Balaji,0,3,2,0,1,0,0,11,6,183.33
WP Saha,JA Morkel,0,2,1,0,0,0,0,4,3,133.33
PA Patel,Shoaib Akhtar,5,2,0,0,0,0,0,2,7,28.57
PA Patel,I Sharma,3,3,0,0,1,0,0,7,7,100.00
PA Patel,AB Dinda,4,3,0,0,0,0,0,3,7,42.85
PA Patel,AB Agarkar,3,3,0,0,1,0,0,7,7,100.00
SP Fleming,Shoaib Akhtar,2,0,1,0,2,0,0,10,5,200.00
SP Fleming,I Sharma,2,1,0,0,2,0,0,9,5,180.00
SP Fleming,AB Dinda,1,3,0,0,1,0,0,7,5,140.00
SP Fleming,AB Agarkar,2,2,0,0,1,0,0,6,5,120.00
